code_bassin;demandeurs_emploi;secteur_libelle
403;143;Administration publique
403;140;Industrie manufacturière
403;123;Activités de services administratifs et de soutien
403;92;Transports et entreposage
403;50;Enseignement
403;48;Arts, spectacles et activités récréatives
403;45;Activités spécialisées, scientifiques et techniques
403;35;Agriculture, sylviculture et pêche
403;23;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
403;22;Activités financières et d'assurance
403;14;Activités immobilières
403;10;Industries extractives
403;10;Information et communication
403;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
402;1057;Commerce -  réparation d'automobiles et de motocycles
402;721;Construction
402;703;Hébergement et restauration
402;602;Administration publique
402;580;Santé humaine et action sociale
402;493;Industrie manufacturière
402;403;Activités de services administratifs et de soutien
402;335;Autres activités de services
402;305;Activités spécialisées, scientifiques et techniques
402;177;Arts, spectacles et activités récréatives
402;171;Enseignement
402;161;Transports et entreposage
402;109;Agriculture, sylviculture et pêche
402;66;Activités financières et d'assurance
402;32;Activités immobilières
402;30;Information et communication
402;17;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
402;14;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
402;2;Industries extractives
401;1137;Hébergement et restauration
401;923;Construction
401;905;Commerce -  réparation d'automobiles et de motocycles
401;725;Santé humaine et action sociale
401;478;Industrie manufacturière
401;382;Activités spécialisées, scientifiques et techniques
401;334;Activités de services administratifs et de soutien
401;259;Administration publique
401;256;Autres activités de services
401;191;Transports et entreposage
401;185;Enseignement
401;112;Arts, spectacles et activités récréatives
401;101;Activités financières et d'assurance
401;66;Information et communication
401;42;Agriculture, sylviculture et pêche
401;29;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
401;24;Activités immobilières
401;10;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
401;4;Industries extractives
304;167;Construction
304;132;Commerce -  réparation d'automobiles et de motocycles
304;101;Santé humaine et action sociale
304;69;Activités de services administratifs et de soutien
304;67;Hébergement et restauration
304;66;Industrie manufacturière
304;41;Autres activités de services
304;39;Transports et entreposage
304;22;Arts, spectacles et activités récréatives
304;21;Enseignement
304;20;Activités spécialisées, scientifiques et techniques
304;19;Administration publique
304;14;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
304;11;Activités financières et d'assurance
304;10;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
304;10;Industries extractives
304;7;Agriculture, sylviculture et pêche
304;2;Activités immobilières
303;85;Construction
303;70;Industrie manufacturière
303;57;Hébergement et restauration
303;55;Santé humaine et action sociale
303;42;Activités de services administratifs et de soutien
303;38;Commerce -  réparation d'automobiles et de motocycles
303;19;Activités spécialisées, scientifiques et techniques
303;17;Enseignement
303;17;Transports et entreposage
303;14;Autres activités de services
303;11;Administration publique
303;9;Industries extractives
303;8;Activités immobilières
303;7;Agriculture, sylviculture et pêche
303;7;Information et communication
303;5;Activités financières et d'assurance
303;4;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
303;2;Arts, spectacles et activités récréatives
302;81;Administration publique
302;80;Construction
302;62;Santé humaine et action sociale
302;51;Commerce -  réparation d'automobiles et de motocycles
302;27;Activités de services administratifs et de soutien
302;24;Hébergement et restauration
302;17;Transports et entreposage
302;16;Activités spécialisées, scientifiques et techniques
302;16;Industrie manufacturière
302;13;Autres activités de services
302;10;Enseignement
302;5;Industries extractives
302;4;Activités financières et d'assurance
302;4;Agriculture, sylviculture et pêche
302;3;Arts, spectacles et activités récréatives
302;2;Information et communication
302;1;Activités immobilières
302;1;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
301;356;Construction
301;335;Commerce -  réparation d'automobiles et de motocycles
301;287;Administration publique
301;238;Enseignement
301;231;Santé humaine et action sociale
301;194;Activités de services administratifs et de soutien
301;183;Autres activités de services
301;136;Activités spécialisées, scientifiques et techniques
301;135;Hébergement et restauration
301;111;Industrie manufacturière
301;82;Transports et entreposage
301;62;Activités financières et d'assurance
301;33;Information et communication
301;30;Arts, spectacles et activités récréatives
301;26;Industries extractives
301;25;Activités immobilières
301;17;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
301;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
301;6;Agriculture, sylviculture et pêche
210;102;Santé humaine et action sociale
210;73;Construction
210;35;Hébergement et restauration
210;23;Agriculture, sylviculture et pêche
210;23;Activités de services administratifs et de soutien
210;22;Activités spécialisées, scientifiques et techniques
210;18;Administration publique
210;18;Industrie manufacturière
210;18;Autres activités de services
210;17;Commerce -  réparation d'automobiles et de motocycles
210;10;Arts, spectacles et activités récréatives
210;7;Transports et entreposage
210;5;Enseignement
210;3;Industries extractives
210;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
210;1;Activités immobilières
210;1;Information et communication
209;134;Hébergement et restauration
209;58;Commerce -  réparation d'automobiles et de motocycles
209;50;Construction
209;49;Industrie manufacturière
209;39;Santé humaine et action sociale
209;31;Transports et entreposage
209;27;Autres activités de services
209;26;Activités de services administratifs et de soutien
209;23;Agriculture, sylviculture et pêche
209;21;Administration publique
209;15;Arts, spectacles et activités récréatives
209;13;Enseignement
209;12;Activités spécialisées, scientifiques et techniques
209;6;Information et communication
209;4;Activités financières et d'assurance
208;221;Hébergement et restauration
208;142;Construction
208;121;Commerce -  réparation d'automobiles et de motocycles
208;106;Santé humaine et action sociale
208;95;Industrie manufacturière
208;59;Activités de services administratifs et de soutien
208;57;Activités spécialisées, scientifiques et techniques
208;47;Transports et entreposage
208;33;Arts, spectacles et activités récréatives
208;22;Enseignement
208;20;Autres activités de services
208;17;Information et communication
208;16;Agriculture, sylviculture et pêche
208;15;Activités financières et d'assurance
208;13;Administration publique
208;13;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
208;11;Activités immobilières
208;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
207;81;Administration publique
207;75;Commerce -  réparation d'automobiles et de motocycles
207;67;Industrie manufacturière
207;60;Hébergement et restauration
207;54;Activités de services administratifs et de soutien
207;44;Construction
207;43;Santé humaine et action sociale
207;33;Transports et entreposage
207;28;Activités spécialisées, scientifiques et techniques
207;25;Enseignement
207;19;Agriculture, sylviculture et pêche
207;18;Autres activités de services
207;13;Activités financières et d'assurance
207;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
207;4;Arts, spectacles et activités récréatives
207;2;Activités immobilières
207;1;Information et communication
207;1;Industries extractives
207;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
206;70;Agriculture, sylviculture et pêche
206;56;Transports et entreposage
206;46;Santé humaine et action sociale
206;41;Construction
206;30;Hébergement et restauration
206;26;Commerce -  réparation d'automobiles et de motocycles
206;18;Industrie manufacturière
206;17;Enseignement
206;15;Activités spécialisées, scientifiques et techniques
