Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B2900;2021;Agglomération de Brest;;Appartement;1. Avant 1946;1. Moins de 1 an;;6,3;8,4;10,2;13;15,4;9,4;283;320;390;460;545;405;43;222;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;1. Avant 1946;2. 1 an et plus;;6,2;7,1;8,6;10,2;12,3;8,1;319;366;445;520;648;465;58;383;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;;;6,4;7,1;8,1;9,4;11,7;8;325;391;452;530;610;475;59;1932;8737;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;;Appart 1P;9,1;10,3;11,8;13,7;14,8;11,6;300;315;330;360;410;337;29;254;1041;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;;Appart 2P;7,2;8,1;9,1;9,6;11,3;8,9;325;365;414;450;502;413;46;554;2763;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;;Appart 3P;6,7;7;7,7;8,5;9,2;7,7;420;444;480;530;587;489;63;688;2927;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;;Appart 4P+;5,2;6,3;7;7,8;8,6;7;416;495;540;645;900;602;85;436;2006;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;6,9;7,5;8,6;10,6;12,6;8,6;325;375;465;540;650;500;59;600;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;5,9;6,9;7,9;9,1;10;7,6;325;395;444;515;573;458;60;1332;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;;;6,3;7;7,9;9,1;10,6;7,8;340;405;450;510;595;463;59;646;6544;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;;Appart 1P;8,5;9,6;10,7;12,2;17;11,2;293;320;340;375;395;344;31;133;1058;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;;Appart 2P;6,7;8;8,8;9,6;10,2;8,5;355;405;430;454;460;424;50;219;2257;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;;Appart 3P;6;6,7;7,3;7,7;8,9;7,3;420;435;480;510;525;479;66;139;1711;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;;Appart 4P+;5,8;6,4;7;7,3;7,9;6,8;484;512;558;623;680;583;86;155;1518;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;6,3;7;7,6;8,8;10,8;7,7;390;425;460;510;680;481;62;184;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,4;6,9;8;9,6;10,6;7,8;340;400;435;505;595;453;58;462;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;;;6,6;8,8;10,8;12,1;14,8;8,3;303;342;410;532;720;464;56;493;3443;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;;Appart 1P;11,1;12,1;14,1;15,6;17,4;13,6;281;295;320;340;353;317;23;212;958;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;;Appart 2P;8,8;9,8;11,4;11,7;13,7;10,7;342;391;410;420;490;406;38;177;1443;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;;Appart 3P;6,6;7;7,7;8,9;9,8;7,9;490;530;560;630;630;573;73;72;661;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;32;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;4,3;7;10,9;11,7;13,7;7,3;330;365;420;670;850;516;71;192;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,9;9,2;10,8;13,4;16;10,2;295;330;400;480;552;414;41;301;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;;;8,4;8,9;9,6;10,2;11;9,5;405;433;490;580;644;510;54;839;2570;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;;Appart 1P;10,2;10,8;11,9;11,9;13;11,5;298;331;370;370;378;355;31;58;208;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;;Appart 2P;8,7;9,6;10,1;10,6;11;9,9;405;415;440;460;490;440;44;442;1224;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;;Appart 3P;8,4;8,7;9,1;9,6;10;9;528;548;578;600;638;575;64;286;879;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;;Appart 4P+;7,6;8,1;9,8;10;10;9;605;688;770;770;790;729;81;53;259;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;1. Moins de 1 an;;8,4;9,2;10;10,5;11,2;9,7;378;415;505;630;770;532;55;317;;Estimation directe
B2900;2021;Agglomération de Brest;;Appartement;5. Après 2005;2. 1 an et plus;;8,3;8,8;9,6;10,1;10,8;9,4;410;433;480;550;590;496;53;522;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;;7,4;9,3;10,9;13,3;16;10,8;480;597;730;880;1065;757;70;2439;11313;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Ensemble 4P+;6,7;8,3;9,9;10,9;12,7;9,7;583;750;902;1124;1300;949;98;504;3198;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Maison 4P+;;;;;;;;;;;;;;45;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Appart 1P;11,7;14,3;17;18,8;21,5;15,9;343;437;486;540;620;474;30;353;774;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Appart 2P;9,4;11;13,6;15,4;17,1;13;450;559;620;700;780;621;48;726;2443;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Appart 3P;7,6;9,2;10,6;12,3;13,7;10,5;527;600;750;852;960;734;70;807;4409;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Appart 4P+;6,9;8,3;9,6;10,8;12,4;9,6;650;750;880;1052;1265;928;97;459;2757;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Ensemble 1P;11,7;14,3;17;18,8;21,5;15,9;343;437;486;540;620;474;30;353;788;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Ensemble 2P;9,4;11;13,7;15,4;17,3;13,1;450;540;620;700;780;617;47;736;2588;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;;Ensemble 3P;8;9,3;10,6;12,5;13,7;10,6;527;626;750;875;999;750;70;846;4738;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;1. Moins de 1 an;;9,2;10,1;11,6;14,3;16,8;11,7;523;654;780;900;1050;805;69;669;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;1. Moins de 1 an;Ensemble 4P+;8,8;9,8;10,4;11,2;12,6;10,5;750;850;920;1130;1340;1028;98;133;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;1. Moins de 1 an;Ensemble 1P;15;16,8;17,5;18,4;21,4;17,5;350;350;480;560;620;477;27;116;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;1. Moins de 1 an;Ensemble 2P;10,8;12;14;15,5;17,6;13,5;500;600;641;690;749;638;47;222;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;1. Moins de 1 an;Ensemble 3P;9,4;10;10,9;13,4;15;11,5;700;750;815;900;1000;826;72;198;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;2. 1 an et plus;;7,1;8,9;10,8;13;15,5;10,6;467;580;713;878;1065;745;70;1770;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;2. 1 an et plus;Ensemble 4P+;6,6;7,9;9,6;10,9;12,7;9,5;568;737;882;1120;1300;930;98;371;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;2. 1 an et plus;Ensemble 1P;9,8;13,7;16,1;18,9;21,6;15,4;330;440;492;530;601;473;31;237;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;2. 1 an et plus;Ensemble 2P;9,4;10,8;13,6;15,4;17,1;12,9;450;532;610;700;784;612;47;514;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;;2. 1 an et plus;Ensemble 3P;7,4;8,9;10,6;12,4;13,4;10,4;500;600;727;856;991;732;70;648;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;1. Avant 1946;;;5,7;8,6;9,9;12,6;15,4;10;342;573;710;850;984;691;69;318;1568;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;1. Avant 1946;;Ensemble 4P+;6,2;6,9;9,7;10,1;11,3;8,7;568;720;850;958;1199;860;99;76;474;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;33;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;1. Avant 1946;;Ensemble 2P;6,4;9,8;12;13,8;15,3;11,1;301;410;588;620;700;534;48;100;364;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;1. Avant 1946;;Ensemble 3P;5,7;9,2;9,7;13,1;16,7;10,5;342;600;750;850;950;708;67;109;661;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;2. Entre 1946-1970;;;8,2;9,2;10,7;12,5;14,5;10,6;467;550;669;850;1000;713;67;715;3750;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;2. Entre 1946-1970;;Ensemble 4P+;7,3;8,4;9,4;10,5;11,8;9,6;550;750;850;986;1211;900;94;153;1067;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;2. Entre 1946-1970;;Ensemble 1P;11,3;13,7;16,8;17,5;19;15,1;330;350;460;560;620;461;30;104;281;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;2. Entre 1946-1970;;Ensemble 2P;8,6;10,8;12,7;13,8;15,3;12,4;450;490;609;690;780;605;49;181;638;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;2. Entre 1946-1970;;Ensemble 3P;7,6;9;10,5;11,8;13,1;10,4;500;570;689;847;950;708;68;277;1765;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;3. Entre 1971-1990;;;6,9;8,8;10,5;12,9;16,7;10,2;500;600;724;850;970;742;72;613;3906;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;3. Entre 1971-1990;;Ensemble 4P+;6;7,4;8,9;10,8;12;9,1;583;724;850;969;1241;868;95;130;1252;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;3. Entre 1971-1990;;Ensemble 1P;12,1;15;17,6;20;25;17,3;440;440;500;500;535;485;28;103;306;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;3. Entre 1971-1990;;Ensemble 2P;10;11,2;14,2;16,7;17,6;13,9;500;580;620;700;863;635;46;177;827;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;3. Entre 1971-1990;;Ensemble 3P;8;8,6;10;11,4;12,9;9,8;582;650;750;815;900;732;74;203;1522;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;4. Entre 1991-2005;;;9,6;10,8;12,5;14,7;16,8;11,9;584;700;840;1150;1300;921;77;194;774;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;4. Entre 1991-2005;;Ensemble 4P+;9,6;10,6;10,9;12,5;12,7;11,1;1065;1150;1200;1300;1300;1220;110;53;197;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;22;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;4. Entre 1991-2005;;Ensemble 2P;10;10,2;15,1;16,3;16,7;13,4;560;644;743;750;800;697;52;67;263;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;4. Entre 1991-2005;;Ensemble 3P;7,1;11,2;12,2;13,7;13,7;11,7;600;700;814;900;1005;812;69;52;266;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;5. Après 2005;;;10,5;11;12,9;14,8;16,1;12,5;560;689;850;1050;1150;875;70;599;1315;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;5. Après 2005;;Ensemble 4P+;10,3;10,5;11,7;12,7;12,9;11,5;932;1000;1100;1303;1475;1174;102;92;208;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;5. Après 2005;;Ensemble 1P;13,6;14,7;17,1;18,7;20,7;16,5;437;477;523;560;585;516;31;91;85;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;5. Après 2005;;Ensemble 2P;12,4;14,3;15,1;15,8;16,8;14,7;540;600;673;700;740;647;44;211;497;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;;5. Après 2005;;Ensemble 3P;10,6;10,8;12,1;13,2;14,4;12,2;701;801;880;1000;1150;909;75;205;525;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;;;8;10,8;12,1;13,2;15,4;11,5;540;750;952;1150;1300;954;83;94;930;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;;Maison 4P+;;;;;;;;;;;;;;45;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;29;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;11;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;18;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;2. 1 an et plus;;6,6;10,8;12,1;13,2;14,7;11,4;540;750;1020;1150;1300;934;82;65;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;38;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;27;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;9;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;4;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;5;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;5;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;;51;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;2;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;3;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;17;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;10;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;7;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;13;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;28;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;7;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;21;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;15;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;13;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;5. Après 2005;;;;;;;;;;;;;;;;35;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;13;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;31;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;;;7,4;9,2;10,8;13,3;16,1;10,7;479;588;718;860;1000;740;69;2345;10383;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;;Appart 1P;11,7;14,3;17;18,8;21,5;15,9;343;437;486;540;620;474;30;353;774;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;;Appart 2P;9,4;11;13,6;15,4;17,1;13;450;559;620;700;780;621;48;726;2443;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;;Appart 3P;7,6;9,2;10,6;12,3;13,7;10,5;527;600;750;852;960;734;70;807;4409;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;;Appart 4P+;6,9;8,3;9,6;10,8;12,4;9,6;650;750;880;1052;1265;928;97;459;2757;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;1. Moins de 1 an;;9,2;10,1;11,6;14,3;17;11,6;510;650;775;880;1000;788;68;640;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;1. Moins de 1 an;Appart 1P;15;16,8;17,5;18,4;21,4;17,5;350;350;480;560;620;477;27;116;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;1. Moins de 1 an;Appart 2P;10,8;12;14;15,5;17,6;13,5;500;600;641;690;749;638;47;221;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;1. Moins de 1 an;Appart 3P;9,3;10;10,8;12,9;14,5;11,4;700;750;802;880;1000;823;72;188;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;1. Moins de 1 an;Appart 4P+;8,8;9,8;10,1;10,8;12,4;10,4;750;850;920;1072;1271;994;95;115;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;2. 1 an et plus;;7,2;8,9;10,6;13;15,8;10,5;467;580;700;850;1000;727;69;1705;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;2. 1 an et plus;Appart 1P;9,8;13,7;16,1;18,9;21,6;15,4;330;440;492;530;601;473;31;237;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;2. 1 an et plus;Appart 2P;9,4;10,8;13,4;15,1;16,8;12,8;450;532;610;700;795;616;48;505;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;2. 1 an et plus;Appart 3P;7,1;8,8;10,2;12;13,2;10,3;500;600;701;850;950;714;70;619;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;;2. 1 an et plus;Appart 4P+;6,7;7,7;9,2;10,7;12,4;9,3;583;737;850;1050;1259;911;98;344;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;;;6,2;8,6;9,9;13;15,4;10,1;342;600;718;850;984;699;69;309;1474;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;33;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;;Appart 2P;6,4;9;12;13,8;15,4;11,1;301;450;600;620;701;540;49;98;352;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;;Appart 3P;5,7;9,2;9,7;13,1;16,7;10,5;342;600;750;850;945;707;67;106;629;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;;Appart 4P+;6,2;7,2;9,9;10,1;11,3;8,9;718;720;850;975;1194;901;101;72;426;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;1. Moins de 1 an;;9,9;10,1;12;14,5;15,4;11,8;600;630;850;900;1000;808;69;77;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;1. Avant 1946;2. 1 an et plus;;5,7;7,2;9,7;12,1;15,6;9,6;301;506;701;800;908;668;69;232;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;;;8,2;9,2;10,6;12,5;14,4;10,5;467;550;668;832;1000;711;67;710;3610;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;;Appart 1P;11,3;13,7;16,8;17,5;19;15,1;330;350;460;560;620;461;30;104;277;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;;Appart 2P;8,6;10,8;12,5;13,7;14,6;12,2;450;490;603;691;780;604;49;180;608;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;;Appart 3P;7,6;9;10,4;11,4;12,5;10,3;500;570;668;818;957;702;68;273;1710;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;;Appart 4P+;7,3;8,4;9,4;10,5;11,8;9,6;550;750;850;986;1211;900;94;153;1016;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;8,4;10,2;12,1;15,6;17,5;11,8;350;500;665;853;1139;715;61;159;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,6;9;10,4;12,4;13,7;10,4;471;550;668;826;990;710;69;551;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;;;7,4;8,8;10,6;13;16,7;10,2;500;600;724;850;935;735;72;596;3577;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;;Appart 1P;12,1;15;17,6;20;25;17,3;440;440;500;500;535;485;28;103;300;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;;Appart 2P;10;11,2;14,2;16,7;17,6;13,9;500;580;620;700;863;636;46;176;784;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;;Appart 3P;8;8,6;10;11,4;12,9;9,8;582;650;750;815;900;729;74;194;1445;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;;Appart 4P+;6;8;8,9;10,8;10,9;9;583;724;850;920;1243;866;96;123;1047;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,9;10;10,8;13,3;17,3;11,1;620;711;780;864;920;791;71;151;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,5;10,2;13;16,7;10;500;582;700;850;935;720;72;445;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;;;9,6;10,2;13,5;16,3;17;12,2;560;650;750;875;1150;795;65;166;614;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;22;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;;Appart 2P;10;10,2;15,1;16,3;16,7;13,4;560;644;743;750;800;697;52;67;237;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;45;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;32;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;42;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;9,6;10;12,5;16,3;17;12,1;560;650;750;875;1150;791;65;124;;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;5. Après 2005;;;10,5;10,8;12,7;14,9;16,7;12,5;600;683;834;1000;1150;855;68;564;1108;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;5. Après 2005;;Appart 1P;13,6;14,7;17,1;18,7;20,7;16,5;437;477;523;560;585;516;31;91;84;Estimation directe
B2A00;2021;Agglomération d'Ajaccio;;Appartement;5. Après 2005;;Appart 2P;12,4;14,1;15,1;15,8;17;14,7;568;608;680;700;745;664;45;205;462;Estimation directe
