annee;ROME;rome_label;cbassin;lib_bassin_bmo19;oee;defm_abc;ind_tension_d
2020;D1507;Mise en rayon libre-service;5304;CARHAIX;1;6;4
2020;F1302;Conduite d'engins de terrassement et de carrière;5304;CARHAIX;4;1;5
2020;F1602;Électricité bâtiment;5304;CARHAIX;2;3;4
2020;F1603;Installation d'équipements sanitaires et thermiques;5304;CARHAIX;1;1;5
2020;F1703;Maçonnerie;5304;CARHAIX;2;2;5
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;5304;CARHAIX;3;3;1
2020;G1602;Personnel de cuisine;5304;CARHAIX;8;2;5
2020;G1603;Personnel polyvalent en restauration;5304;CARHAIX;3;1;4
2020;G1605;Plonge en restauration;5304;CARHAIX;2;1;4
2020;G1803;Service en restauration;5304;CARHAIX;1;3;3
2020;H2101;Abattage et découpe des viandes;5304;CARHAIX;4;1;5
2020;H2102;Conduite d'équipement de production alimentaire;5304;CARHAIX;1;1;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;5304;CARHAIX;4;1;3
2020;H2913;Soudage manuel;5304;CARHAIX;1;1;5
2020;J1501;Soins d'hygiène, de confort du patient;5304;CARHAIX;6;4;5
2020;K1301;Accompagnement médicosocial;5304;CARHAIX;19;1;5
2020;K1302;Assistance auprès d'adultes;5304;CARHAIX;7;2;5
2020;K2107;Enseignement général du second degré;5304;CARHAIX;2;1;5
2020;K2204;Nettoyage de locaux;5304;CARHAIX;2;1;5
2020;M1203;Comptabilité;5304;CARHAIX;1;3;5
2020;M1601;Accueil et renseignements;5304;CARHAIX;2;2;2
2020;N1101;Conduite d'engins de déplacement des charges;5304;CARHAIX;8;2;2
2020;N1103;Magasinage et préparation de commandes;5304;CARHAIX;1;3;2
2020;N1105;Manutention manuelle de charges;5304;CARHAIX;3;4;1
2020;N4101;Conduite de transport de marchandises sur longue distance;5304;CARHAIX;1;3;5
2020;N4105;Conduite et livraison par tournées sur courte distance;5304;CARHAIX;5;4;5
2020;A1402;Aide agricole de production légumière ou végétale;7647;CASTELNAUDARY;11;3;3
2020;D1507;Mise en rayon libre-service;7647;CASTELNAUDARY;3;1;3
2020;F1703;Maçonnerie;7647;CASTELNAUDARY;1;1;2
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;7647;CASTELNAUDARY;7;1;1
2020;G1602;Personnel de cuisine;7647;CASTELNAUDARY;1;8;3
2020;G1803;Service en restauration;7647;CASTELNAUDARY;2;1;4
2020;H2102;Conduite d'équipement de production alimentaire;7647;CASTELNAUDARY;97;2;5
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;7647;CASTELNAUDARY;25;1;1
2020;I1203;Maintenance des bâtiments et des locaux;7647;CASTELNAUDARY;12;19;5
2020;I1604;Mécanique automobile et entretien de véhicules;7647;CASTELNAUDARY;12;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;7647;CASTELNAUDARY;5;1;5
2020;J1501;Soins d'hygiène, de confort du patient;7647;CASTELNAUDARY;7;1;3
2020;K1302;Assistance auprès d'adultes;7647;CASTELNAUDARY;4;2;5
2020;K1303;Assistance auprès d'enfants;7647;CASTELNAUDARY;1;2;5
2020;K1304;Services domestiques;7647;CASTELNAUDARY;1;2;5
2020;K2204;Nettoyage de locaux;7647;CASTELNAUDARY;21;35;1
2020;N1101;Conduite d'engins de déplacement des charges;7647;CASTELNAUDARY;59;3;2
2020;N1103;Magasinage et préparation de commandes;7647;CASTELNAUDARY;7;5;2
2020;N1105;Manutention manuelle de charges;7647;CASTELNAUDARY;125;8;3
2020;N4101;Conduite de transport de marchandises sur longue distance;7647;CASTELNAUDARY;4;1;3
2020;N4105;Conduite et livraison par tournées sur courte distance;7647;CASTELNAUDARY;2;1;5
2020;A1101;Conduite d'engins agricoles et forestiers;7627;CASTELSARRASIN;1;1;5
2020;A1203;Entretien des espaces verts;7627;CASTELSARRASIN;1;3;1
2020;A1401;Aide agricole de production fruitière ou viticole;7627;CASTELSARRASIN;11;1;2
2020;A1402;Aide agricole de production légumière ou végétale;7627;CASTELSARRASIN;5;1;3
2020;A1405;Arboriculture et viticulture;7627;CASTELSARRASIN;1;1;1
2020;A1414;Horticulture et maraîchage;7627;CASTELSARRASIN;4;1;2
2020;A1416;Polyculture, élevage;7627;CASTELSARRASIN;1;1;4
2020;D1106;Vente en alimentation;7627;CASTELSARRASIN;1;1;1
2020;D1202;Coiffure;7627;CASTELSARRASIN;1;2;3
2020;D1401;Assistanat commercial;7627;CASTELSARRASIN;1;1;2
2020;D1505;Personnel de caisse;7627;CASTELSARRASIN;5;3;1
2020;D1507;Mise en rayon libre-service;7627;CASTELSARRASIN;7;1;1
2020;F1602;Électricité bâtiment;7627;CASTELSARRASIN;3;1;5
2020;F1603;Installation d'équipements sanitaires et thermiques;7627;CASTELSARRASIN;2;2;5
2020;F1607;Pose de fermetures menuisées;7627;CASTELSARRASIN;5;1;4
2020;F1701;Construction en béton;7627;CASTELSARRASIN;1;1;1
2020;F1703;Maçonnerie;7627;CASTELSARRASIN;1;5;5
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;7627;CASTELSARRASIN;1;1;4
2020;G1204;Éducation en activités sportives;7627;CASTELSARRASIN;1;1;5
2020;G1602;Personnel de cuisine;7627;CASTELSARRASIN;1;2;4
2020;G1603;Personnel polyvalent en restauration;7627;CASTELSARRASIN;2;1;1
2020;G1605;Plonge en restauration;7627;CASTELSARRASIN;4;8;1
2020;G1803;Service en restauration;7627;CASTELSARRASIN;8;1;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;7627;CASTELSARRASIN;4;1;4
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;7627;CASTELSARRASIN;1;1;5
2020;I1604;Mécanique automobile et entretien de véhicules;7627;CASTELSARRASIN;7;2;4
2020;J1301;Personnel polyvalent des services hospitaliers;7627;CASTELSARRASIN;28;1;1
2020;J1501;Soins d'hygiène, de confort du patient;7627;CASTELSARRASIN;22;1;5
2020;K1207;Intervention socioéducative;7627;CASTELSARRASIN;3;2;5
2020;K1301;Accompagnement médicosocial;7627;CASTELSARRASIN;7;1;5
2020;K1302;Assistance auprès d'adultes;7627;CASTELSARRASIN;1;1;5
2020;K1304;Services domestiques;7627;CASTELSARRASIN;1;1;2
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;7627;CASTELSARRASIN;5;2;1
2020;K2111;Formation professionnelle;7627;CASTELSARRASIN;2;1;1
2020;K2204;Nettoyage de locaux;7627;CASTELSARRASIN;6;1;2
2020;M1601;Accueil et renseignements;7627;CASTELSARRASIN;5;2;1
2020;M1607;Secrétariat;7627;CASTELSARRASIN;1;3;2
2020;N1101;Conduite d'engins de déplacement des charges;7627;CASTELSARRASIN;3;1;5
2020;N1103;Magasinage et préparation de commandes;7627;CASTELSARRASIN;7;3;5
2020;N1105;Manutention manuelle de charges;7627;CASTELSARRASIN;21;3;5
2020;N4101;Conduite de transport de marchandises sur longue distance;7627;CASTELSARRASIN;1;2;5
2020;A1201;Bûcheronnage et élagage;7608;CASTRES MAZAMET;2;1;5
2020;A1203;Entretien des espaces verts;7608;CASTRES MAZAMET;1;5;1
2020;A1414;Horticulture et maraîchage;7608;CASTRES MAZAMET;7;1;2
2020;A1416;Polyculture, élevage;7608;CASTRES MAZAMET;1;1;3
2020;D1101;Boucherie;7608;CASTRES MAZAMET;3;1;5
2020;D1102;Boulangerie - viennoiserie;7608;CASTRES MAZAMET;2;1;5
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;7608;CASTRES MAZAMET;1;1;5
2020;D1106;Vente en alimentation;7608;CASTRES MAZAMET;1;1;1
2020;D1202;Coiffure;7608;CASTRES MAZAMET;1;1;5
2020;D1211;Vente en articles de sport et loisirs;7608;CASTRES MAZAMET;6;3;1
2020;D1212;Vente en décoration et équipement du foyer;7608;CASTRES MAZAMET;3;1;1
2020;D1214;Vente en habillement et accessoires de la personne;7608;CASTRES MAZAMET;3;6;1
2020;D1401;Assistanat commercial;7608;CASTRES MAZAMET;6;1;1
2020;D1402;Relation commerciale grands comptes et entreprises;7608;CASTRES MAZAMET;2;1;4
2020;D1408;Téléconseil et télévente;7608;CASTRES MAZAMET;59;1;3
2020;D1505;Personnel de caisse;7608;CASTRES MAZAMET;4;1;1
2020;D1507;Mise en rayon libre-service;7608;CASTRES MAZAMET;1;1;1
2020;E1103;Communication;7608;CASTRES MAZAMET;1;1;2
2020;F1302;Conduite d'engins de terrassement et de carrière;7608;CASTRES MAZAMET;24;1;5
2020;F1602;Électricité bâtiment;7608;CASTRES MAZAMET;25;1;5
2020;F1603;Installation d'équipements sanitaires et thermiques;7608;CASTRES MAZAMET;4;22;4
2020;F1703;Maçonnerie;7608;CASTRES MAZAMET;2;1;5
2020;F1704;Préparation du gros oeuvre et des travaux publics;7608;CASTRES MAZAMET;2;4;1
2020;G1202;Animation d'activités culturelles ou ludiques;7608;CASTRES MAZAMET;1;1;1
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;7608;CASTRES MAZAMET;4;3;1
2020;G1204;Éducation en activités sportives;7608;CASTRES MAZAMET;1;2;5
2020;G1501;Personnel d'étage;7608;CASTRES MAZAMET;2;1;1
2020;G1602;Personnel de cuisine;7608;CASTRES MAZAMET;5;1;4
2020;G1603;Personnel polyvalent en restauration;7608;CASTRES MAZAMET;7;1;3
2020;G1605;Plonge en restauration;7608;CASTRES MAZAMET;1;1;2
2020;G1801;Café, bar brasserie;7608;CASTRES MAZAMET;18;1;2
2020;G1803;Service en restauration;7608;CASTRES MAZAMET;1;1;3
2020;H2101;Abattage et découpe des viandes;7608;CASTRES MAZAMET;104;1;5
2020;H2102;Conduite d'équipement de production alimentaire;7608;CASTRES MAZAMET;2;4;5
2020;H2902;Chaudronnerie - tôlerie;7608;CASTRES MAZAMET;7;2;5
2020;H2913;Soudage manuel;7608;CASTRES MAZAMET;15;2;5
2020;H3301;Conduite d'équipement de conditionnement;7608;CASTRES MAZAMET;1;2;3
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;7608;CASTRES MAZAMET;1;1;1
2020;I1203;Maintenance des bâtiments et des locaux;7608;CASTRES MAZAMET;1;1;1
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;7608;CASTRES MAZAMET;1;1;5
2020;I1309;Maintenance électrique;7608;CASTRES MAZAMET;6;1;4
2020;I1604;Mécanique automobile et entretien de véhicules;7608;CASTRES MAZAMET;1;1;5
2020;I1606;Réparation de carrosserie;7608;CASTRES MAZAMET;4;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;7608;CASTRES MAZAMET;2;11;5
2020;J1501;Soins d'hygiène, de confort du patient;7608;CASTRES MAZAMET;5;3;5
2020;J1506;Soins infirmiers généralistes;7608;CASTRES MAZAMET;1;1;5
2020;K1301;Accompagnement médicosocial;7608;CASTRES MAZAMET;1;1;5
2020;K1302;Assistance auprès d'adultes;7608;CASTRES MAZAMET;88;1;5
2020;K1303;Assistance auprès d'enfants;7608;CASTRES MAZAMET;1;1;4
2020;K1304;Services domestiques;7608;CASTRES MAZAMET;126;28;1
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;7608;CASTRES MAZAMET;2;2;5
2020;K2204;Nettoyage de locaux;7608;CASTRES MAZAMET;1;8;4
2020;K2303;Nettoyage des espaces urbains;7608;CASTRES MAZAMET;3;1;1
2020;K2503;Sécurité et surveillance privées;7608;CASTRES MAZAMET;1;1;5
2020;M1203;Comptabilité;7608;CASTRES MAZAMET;2;6;3
2020;M1601;Accueil et renseignements;7608;CASTRES MAZAMET;2;1;1
2020;M1607;Secrétariat;7608;CASTRES MAZAMET;2;1;1
2020;M1805;Études et développement informatique;7608;CASTRES MAZAMET;1;2;1
2020;N1101;Conduite d'engins de déplacement des charges;7608;CASTRES MAZAMET;2;5;1
2020;N1103;Magasinage et préparation de commandes;7608;CASTRES MAZAMET;12;2;1
2020;N1105;Manutention manuelle de charges;7608;CASTRES MAZAMET;1;2;1
2020;N4101;Conduite de transport de marchandises sur longue distance;7608;CASTRES MAZAMET;1;2;2
2020;N4102;Conduite de transport de particuliers;7608;CASTRES MAZAMET;1;2;5
2020;N4105;Conduite et livraison par tournées sur courte distance;7608;CASTRES MAZAMET;15;2;1
2020;A1203;Entretien des espaces verts;2803;CAUX MARITIME;3;3;2
2020;A1414;Horticulture et maraîchage;2803;CAUX MARITIME;1;2;3
2020;A1416;Polyculture, élevage;2803;CAUX MARITIME;2;1;2
2020;D1101;Boucherie;2803;CAUX MARITIME;3;1;5
2020;D1102;Boulangerie - viennoiserie;2803;CAUX MARITIME;1;1;5
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;2803;CAUX MARITIME;2;1;4
2020;D1106;Vente en alimentation;2803;CAUX MARITIME;1;2;3
2020;D1214;Vente en habillement et accessoires de la personne;2803;CAUX MARITIME;1;2;1
2020;D1407;Relation technico-commerciale;2803;CAUX MARITIME;1;2;5
2020;D1505;Personnel de caisse;2803;CAUX MARITIME;2;2;1
2020;D1507;Mise en rayon libre-service;2803;CAUX MARITIME;2;1;1
2020;F1602;Électricité bâtiment;2803;CAUX MARITIME;9;1;5
2020;F1603;Installation d'équipements sanitaires et thermiques;2803;CAUX MARITIME;1;1;4
2020;F1610;Pose et restauration de couvertures;2803;CAUX MARITIME;2;3;5
2020;F1703;Maçonnerie;2803;CAUX MARITIME;1;3;5
2020;F1704;Préparation du gros oeuvre et des travaux publics;2803;CAUX MARITIME;1;1;1
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;2803;CAUX MARITIME;3;1;3
2020;G1204;Éducation en activités sportives;2803;CAUX MARITIME;3;1;5
2020;G1501;Personnel d'étage;2803;CAUX MARITIME;9;2;5
2020;G1602;Personnel de cuisine;2803;CAUX MARITIME;3;7;5
2020;G1603;Personnel polyvalent en restauration;2803;CAUX MARITIME;1;1;2
2020;G1605;Plonge en restauration;2803;CAUX MARITIME;1;1;2
2020;G1801;Café, bar brasserie;2803;CAUX MARITIME;17;1;3
2020;G1803;Service en restauration;2803;CAUX MARITIME;1;2;3
2020;H2102;Conduite d'équipement de production alimentaire;2803;CAUX MARITIME;10;2;1
2020;H2902;Chaudronnerie - tôlerie;2803;CAUX MARITIME;8;1;2
2020;H2903;Conduite d'équipement d'usinage;2803;CAUX MARITIME;1;1;2
2020;H2909;Montage-assemblage mécanique;2803;CAUX MARITIME;1;1;1
2020;H2913;Soudage manuel;2803;CAUX MARITIME;1;2;5
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;2803;CAUX MARITIME;1;2;5
2020;I1309;Maintenance électrique;2803;CAUX MARITIME;3;1;1
2020;I1604;Mécanique automobile et entretien de véhicules;2803;CAUX MARITIME;2;2;4
2020;J1301;Personnel polyvalent des services hospitaliers;2803;CAUX MARITIME;1;3;5
2020;J1501;Soins d'hygiène, de confort du patient;2803;CAUX MARITIME;2;1;3
2020;J1506;Soins infirmiers généralistes;2803;CAUX MARITIME;3;2;5
2020;K1201;Action sociale;2803;CAUX MARITIME;1;1;2
2020;K1206;Intervention socioculturelle;2803;CAUX MARITIME;1;1;4
2020;K1207;Intervention socioéducative;2803;CAUX MARITIME;3;1;1
2020;K1301;Accompagnement médicosocial;2803;CAUX MARITIME;5;2;2
2020;K1302;Assistance auprès d'adultes;2803;CAUX MARITIME;3;1;5
2020;K1303;Assistance auprès d'enfants;2803;CAUX MARITIME;1;13;1
2020;K1304;Services domestiques;2803;CAUX MARITIME;1;1;1
2020;K2111;Formation professionnelle;2803;CAUX MARITIME;6;1;5
2020;K2204;Nettoyage de locaux;2803;CAUX MARITIME;2;1;1
2020;M1203;Comptabilité;2803;CAUX MARITIME;2;1;5
2020;M1601;Accueil et renseignements;2803;CAUX MARITIME;5;1;1
2020;N1101;Conduite d'engins de déplacement des charges;2803;CAUX MARITIME;4;1;1
2020;N1103;Magasinage et préparation de commandes;2803;CAUX MARITIME;3;4;1
2020;N1105;Manutention manuelle de charges;2803;CAUX MARITIME;5;3;1
2020;N4103;Conduite de transport en commun sur route;2803;CAUX MARITIME;1;1;5
2020;N4105;Conduite et livraison par tournées sur courte distance;2803;CAUX MARITIME;6;2;4
2020;A1203;Entretien des espaces verts;301;CAYENNE;33;3;3
2020;C1102;Conseil clientèle en assurances;301;CAYENNE;13;6;1
2020;D1102;Boulangerie - viennoiserie;301;CAYENNE;4;6;3
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;301;CAYENNE;4;25;2
2020;D1106;Vente en alimentation;301;CAYENNE;13;11;4
2020;D1202;Coiffure;301;CAYENNE;13;73;5
2020;D1208;Soins esthétiques et corporels;301;CAYENNE;21;31;5
2020;D1212;Vente en décoration et équipement du foyer;301;CAYENNE;15;39;1
2020;D1213;Vente en gros de matériel et équipement;301;CAYENNE;2;6;3
2020;D1214;Vente en habillement et accessoires de la personne;301;CAYENNE;26;198;2
2020;D1401;Assistanat commercial;301;CAYENNE;34;43;3
2020;D1402;Relation commerciale grands comptes et entreprises;301;CAYENNE;11;5;4
2020;D1407;Relation technico-commerciale;301;CAYENNE;9;9;4
2020;D1505;Personnel de caisse;301;CAYENNE;20;143;4
2020;D1507;Mise en rayon libre-service;301;CAYENNE;16;1;5
2020;E1108;Traduction, interprétariat;301;CAYENNE;0;6;1
2020;F1106;Ingénierie et études du BTP;301;CAYENNE;10;8;4
2020;F1107;Mesures topographiques;301;CAYENNE;3;1;5
2020;F1201;Conduite de travaux du BTP;301;CAYENNE;13;12;5
2020;F1202;Direction de chantier du BTP;301;CAYENNE;22;12;5
2020;F1301;Conduite de grue;301;CAYENNE;1;6;1
2020;F1302;Conduite d'engins de terrassement et de carrière;301;CAYENNE;20;57;1
2020;F1503;Réalisation - installation d'ossatures bois;301;CAYENNE;2;1;3
2020;F1602;Électricité bâtiment;301;CAYENNE;24;11;3
2020;F1603;Installation d'équipements sanitaires et thermiques;301;CAYENNE;12;29;3
2020;F1605;Montage de réseaux électriques et télécoms;301;CAYENNE;8;3;4
2020;F1607;Pose de fermetures menuisées;301;CAYENNE;13;14;4
2020;F1701;Construction en béton;301;CAYENNE;38;39;2
2020;F1702;Construction de routes et voies;301;CAYENNE;43;7;2
2020;F1703;Maçonnerie;301;CAYENNE;22;117;2
2020;F1704;Préparation du gros oeuvre et des travaux publics;301;CAYENNE;15;20;2
2020;G1202;Animation d'activités culturelles ou ludiques;301;CAYENNE;1;6;2
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;301;CAYENNE;4;79;1
2020;G1204;Éducation en activités sportives;301;CAYENNE;7;26;4
2020;G1501;Personnel d'étage;301;CAYENNE;1;30;1
2020;G1601;Management du personnel de cuisine;301;CAYENNE;7;17;1
2020;G1602;Personnel de cuisine;301;CAYENNE;1;137;5
2020;G1603;Personnel polyvalent en restauration;301;CAYENNE;64;110;1
2020;G1703;Réception en hôtellerie;301;CAYENNE;8;15;1
2020;G1801;Café, bar brasserie;301;CAYENNE;3;15;5
2020;G1803;Service en restauration;301;CAYENNE;15;2;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;301;CAYENNE;18;19;4
2020;I1203;Maintenance des bâtiments et des locaux;301;CAYENNE;4;75;4
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;301;CAYENNE;9;7;4
2020;I1309;Maintenance électrique;301;CAYENNE;8;17;5
2020;I1401;Maintenance informatique et bureautique;301;CAYENNE;15;20;1
2020;I1604;Mécanique automobile et entretien de véhicules;301;CAYENNE;42;1;5
2020;J1307;Préparation en pharmacie;301;CAYENNE;14;6;5
2020;J1501;Soins d'hygiène, de confort du patient;301;CAYENNE;26;33;2
2020;J1506;Soins infirmiers généralistes;301;CAYENNE;70;10;5
2020;K1201;Action sociale;301;CAYENNE;51;12;4
2020;K1202;Éducation de jeunes enfants;301;CAYENNE;17;3;4
2020;K1204;Médiation sociale et facilitation de la vie en société;301;CAYENNE;57;7;4
2020;K1206;Intervention socioculturelle;301;CAYENNE;34;7;2
2020;K1207;Intervention socioéducative;301;CAYENNE;183;13;5
2020;K1302;Assistance auprès d'adultes;301;CAYENNE;21;179;1
2020;K1303;Assistance auprès d'enfants;301;CAYENNE;1;4;5
2020;K1304;Services domestiques;301;CAYENNE;51;1;1
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;301;CAYENNE;2;39;4
2020;K2107;Enseignement général du second degré;301;CAYENNE;26;36;1
2020;K2110;Formation en conduite de véhicules;301;CAYENNE;6;2;5
2020;K2111;Formation professionnelle;301;CAYENNE;2;27;5
2020;K2204;Nettoyage de locaux;301;CAYENNE;245;596;3
2020;K2503;Sécurité et surveillance privées;301;CAYENNE;10;141;4
2020;M1203;Comptabilité;301;CAYENNE;81;56;4
2020;M1501;Assistanat en ressources humaines;301;CAYENNE;15;27;1
2020;M1601;Accueil et renseignements;301;CAYENNE;23;4;1
2020;M1602;Opérations administratives;301;CAYENNE;35;83;1
2020;M1604;Assistanat de direction;301;CAYENNE;46;34;2
2020;M1605;Assistanat technique et administratif;301;CAYENNE;18;21;1
2020;M1607;Secrétariat;301;CAYENNE;70;204;2
2020;M1608;Secrétariat comptable;301;CAYENNE;11;18;2
2020;M1609;Secrétariat et assistanat médical ou médico-social;301;CAYENNE;23;38;2
2020;M1810;Production et exploitation de systèmes d'information;301;CAYENNE;9;16;1
2020;N1101;Conduite d'engins de déplacement des charges;301;CAYENNE;4;1;3
2020;N1103;Magasinage et préparation de commandes;301;CAYENNE;46;31;3
2020;N1105;Manutention manuelle de charges;301;CAYENNE;4;32;3
2020;N4101;Conduite de transport de marchandises sur longue distance;301;CAYENNE;20;1;1
2020;N4102;Conduite de transport de particuliers;301;CAYENNE;1;13;2
2020;N4103;Conduite de transport en commun sur route;301;CAYENNE;11;8;4
2020;N4105;Conduite et livraison par tournées sur courte distance;301;CAYENNE;16;77;2
2020;A1203;Entretien des espaces verts;1115;Centre 77;5;2;2
2020;D1101;Boucherie;1115;Centre 77;1;1;3
2020;D1102;Boulangerie - viennoiserie;1115;Centre 77;1;1;2
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;1115;Centre 77;2;1;2
2020;D1106;Vente en alimentation;1115;Centre 77;1;2;5
2020;D1202;Coiffure;1115;Centre 77;3;1;2
2020;D1208;Soins esthétiques et corporels;1115;Centre 77;1;1;2
2020;D1212;Vente en décoration et équipement du foyer;1115;Centre 77;3;1;3
2020;D1214;Vente en habillement et accessoires de la personne;1115;Centre 77;1;1;1
2020;D1401;Assistanat commercial;1115;Centre 77;1;1;1
2020;D1402;Relation commerciale grands comptes et entreprises;1115;Centre 77;1;1;5
2020;D1407;Relation technico-commerciale;1115;Centre 77;1;3;5
2020;D1507;Mise en rayon libre-service;1115;Centre 77;5;1;1
2020;F1106;Ingénierie et études du BTP;1115;Centre 77;1;1;5
2020;F1201;Conduite de travaux du BTP;1115;Centre 77;2;2;5
2020;F1302;Conduite d'engins de terrassement et de carrière;1115;Centre 77;29;1;5
2020;F1602;Électricité bâtiment;1115;Centre 77;1;1;1
2020;F1603;Installation d'équipements sanitaires et thermiques;1115;Centre 77;2;2;3
2020;F1604;Montage d'agencements;1115;Centre 77;2;1;3
2020;F1605;Montage de réseaux électriques et télécoms;1115;Centre 77;3;1;1
2020;F1606;Peinture en bâtiment;1115;Centre 77;1;1;5
2020;F1607;Pose de fermetures menuisées;1115;Centre 77;3;1;3
2020;F1610;Pose et restauration de couvertures;1115;Centre 77;1;1;5
2020;F1701;Construction en béton;1115;Centre 77;1;1;5
2020;F1702;Construction de routes et voies;1115;Centre 77;30;1;5
2020;F1703;Maçonnerie;1115;Centre 77;3;1;4
2020;F1704;Préparation du gros oeuvre et des travaux publics;1115;Centre 77;2;1;3
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;1115;Centre 77;2;1;2
2020;G1204;Éducation en activités sportives;1115;Centre 77;1;1;4
2020;G1601;Management du personnel de cuisine;1115;Centre 77;2;1;2
2020;G1602;Personnel de cuisine;1115;Centre 77;2;4;5
2020;G1603;Personnel polyvalent en restauration;1115;Centre 77;1;1;5
2020;G1604;Fabrication de crêpes ou pizzas;1115;Centre 77;2;1;5
2020;G1605;Plonge en restauration;1115;Centre 77;1;29;5
2020;G1803;Service en restauration;1115;Centre 77;2;1;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;1115;Centre 77;1;7;3
2020;H2903;Conduite d'équipement d'usinage;1115;Centre 77;26;2;5
2020;H2909;Montage-assemblage mécanique;1115;Centre 77;8;1;5
2020;H2913;Soudage manuel;1115;Centre 77;21;1;5
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;1115;Centre 77;1;1;3
2020;I1203;Maintenance des bâtiments et des locaux;1115;Centre 77;1;1;3
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;1115;Centre 77;6;1;5
2020;I1401;Maintenance informatique et bureautique;1115;Centre 77;1;1;5
2020;I1604;Mécanique automobile et entretien de véhicules;1115;Centre 77;4;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;1115;Centre 77;1;1;1
2020;J1304;Aide en puériculture;1115;Centre 77;1;1;2
2020;J1307;Préparation en pharmacie;1115;Centre 77;2;1;3
2020;J1501;Soins d'hygiène, de confort du patient;1115;Centre 77;3;1;2
2020;K1201;Action sociale;1115;Centre 77;3;2;5
2020;K1206;Intervention socioculturelle;1115;Centre 77;1;1;2
2020;K1207;Intervention socioéducative;1115;Centre 77;4;1;4
2020;K1301;Accompagnement médicosocial;1115;Centre 77;11;1;3
2020;K1302;Assistance auprès d'adultes;1115;Centre 77;1;1;5
2020;K1304;Services domestiques;1115;Centre 77;14;1;5
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;1115;Centre 77;1;8;1
2020;K2111;Formation professionnelle;1115;Centre 77;1;1;4
2020;K2204;Nettoyage de locaux;1115;Centre 77;1;2;1
2020;K2501;Gardiennage de locaux;1115;Centre 77;1;2;4
2020;K2503;Sécurité et surveillance privées;1115;Centre 77;2;1;1
2020;L1203;Art dramatique;1115;Centre 77;0;1;1
2020;M1203;Comptabilité;1115;Centre 77;2;1;5
2020;M1501;Assistanat en ressources humaines;1115;Centre 77;1;1;1
2020;M1601;Accueil et renseignements;1115;Centre 77;1;1;4
2020;M1602;Opérations administratives;1115;Centre 77;2;1;1
2020;M1603;Distribution de documents;1115;Centre 77;3;1;1
2020;M1605;Assistanat technique et administratif;1115;Centre 77;1;1;1
2020;M1607;Secrétariat;1115;Centre 77;1;2;1
2020;M1805;Études et développement informatique;1115;Centre 77;2;1;5
2020;N1101;Conduite d'engins de déplacement des charges;1115;Centre 77;1;1;1
2020;N1103;Magasinage et préparation de commandes;1115;Centre 77;1;1;1
2020;N1105;Manutention manuelle de charges;1115;Centre 77;1;4;1
2020;N4101;Conduite de transport de marchandises sur longue distance;1115;Centre 77;1;1;5
2020;N4103;Conduite de transport en commun sur route;1115;Centre 77;1;1;1
2020;N4105;Conduite et livraison par tournées sur courte distance;1115;Centre 77;5;1;1
2020;A1202;Entretien des espaces naturels;7646;CERET;2;5;1
2020;A1203;Entretien des espaces verts;7646;CERET;12;2;1
2020;A1401;Aide agricole de production fruitière ou viticole;7646;CERET;10;5;2
2020;A1405;Arboriculture et viticulture;7646;CERET;2;3;2
2020;C1504;Transaction immobilière;7646;CERET;1;1;3
2020;D1101;Boucherie;7646;CERET;5;1;3
2020;D1102;Boulangerie - viennoiserie;7646;CERET;2;4;5
2020;D1106;Vente en alimentation;7646;CERET;21;11;3
2020;D1202;Coiffure;7646;CERET;10;1;1
2020;D1208;Soins esthétiques et corporels;7646;CERET;1;2;1
2020;D1212;Vente en décoration et équipement du foyer;7646;CERET;5;7;2
2020;D1214;Vente en habillement et accessoires de la personne;7646;CERET;1;9;2
