annee;ROME;rome_label;cbassin;lib_bassin_bmo19;oee;defm_abc;ind_tension_d
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;9302;HAUTES ALPES;1;1;3
2020;G1204;Éducation en activités sportives;9302;HAUTES ALPES;1;6;1
2020;G1401;Assistance de direction d'hôtel-restaurant;9302;HAUTES ALPES;1;2;4
2020;G1402;Management d'hôtel-restaurant;9302;HAUTES ALPES;1;2;4
2020;G1501;Personnel d'étage;9302;HAUTES ALPES;11;1;3
2020;G1502;Personnel polyvalent d'hôtellerie;9302;HAUTES ALPES;1;1;3
2020;G1601;Management du personnel de cuisine;9302;HAUTES ALPES;2;3;4
2020;G1602;Personnel de cuisine;9302;HAUTES ALPES;19;21;3
2020;G1603;Personnel polyvalent en restauration;9302;HAUTES ALPES;2;3;3
2020;G1604;Fabrication de crêpes ou pizzas;9302;HAUTES ALPES;2;1;3
2020;G1605;Plonge en restauration;9302;HAUTES ALPES;1;2;3
2020;G1703;Réception en hôtellerie;9302;HAUTES ALPES;8;1;2
2020;G1801;Café, bar brasserie;9302;HAUTES ALPES;1;1;2
2020;G1802;Management du service en restauration;9302;HAUTES ALPES;1;1;1
2020;G1803;Service en restauration;9302;HAUTES ALPES;12;19;2
2020;H1206;Management et ingénierie études, recherche et développement industriel;9302;HAUTES ALPES;5;1;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;9302;HAUTES ALPES;1;3;4
2020;I1203;Maintenance des bâtiments et des locaux;9302;HAUTES ALPES;6;5;3
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;9302;HAUTES ALPES;2;1;4
2020;I1604;Mécanique automobile et entretien de véhicules;9302;HAUTES ALPES;2;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;9302;HAUTES ALPES;1;2;1
2020;J1304;Aide en puériculture;9302;HAUTES ALPES;1;2;3
2020;J1307;Préparation en pharmacie;9302;HAUTES ALPES;1;1;5
2020;J1501;Soins d'hygiène, de confort du patient;9302;HAUTES ALPES;3;2;4
2020;J1506;Soins infirmiers généralistes;9302;HAUTES ALPES;2;1;3
2020;K1206;Intervention socioculturelle;9302;HAUTES ALPES;7;1;3
2020;K1207;Intervention socioéducative;9302;HAUTES ALPES;6;2;5
2020;K1301;Accompagnement médicosocial;9302;HAUTES ALPES;1;1;4
2020;K1302;Assistance auprès d'adultes;9302;HAUTES ALPES;2;5;5
2020;K1303;Assistance auprès d'enfants;9302;HAUTES ALPES;1;6;5
2020;K1304;Services domestiques;9302;HAUTES ALPES;6;6;2
2020;K1903;Défense et conseil juridique;9302;HAUTES ALPES;9;1;1
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;9302;HAUTES ALPES;3;2;1
2020;K2111;Formation professionnelle;9302;HAUTES ALPES;1;1;5
2020;K2204;Nettoyage de locaux;9302;HAUTES ALPES;5;4;3
2020;K2503;Sécurité et surveillance privées;9302;HAUTES ALPES;1;2;1
2020;M1203;Comptabilité;9302;HAUTES ALPES;1;3;4
2020;M1501;Assistanat en ressources humaines;9302;HAUTES ALPES;1;2;1
2020;M1601;Accueil et renseignements;9302;HAUTES ALPES;1;4;1
2020;M1602;Opérations administratives;9302;HAUTES ALPES;2;1;1
2020;M1604;Assistanat de direction;9302;HAUTES ALPES;1;4;1
2020;M1605;Assistanat technique et administratif;9302;HAUTES ALPES;6;1;1
2020;M1607;Secrétariat;9302;HAUTES ALPES;5;5;1
2020;M1805;Études et développement informatique;9302;HAUTES ALPES;1;1;5
2020;N1101;Conduite d'engins de déplacement des charges;9302;HAUTES ALPES;6;1;2
2020;N1103;Magasinage et préparation de commandes;9302;HAUTES ALPES;1;2;3
2020;N1105;Manutention manuelle de charges;9302;HAUTES ALPES;1;2;2
2020;N4101;Conduite de transport de marchandises sur longue distance;9302;HAUTES ALPES;3;1;5
2020;N4103;Conduite de transport en commun sur route;9302;HAUTES ALPES;1;3;5
2020;N4105;Conduite et livraison par tournées sur courte distance;9302;HAUTES ALPES;2;1;3
2020;N4402;Exploitation et manoeuvre des remontées mécaniques;9302;HAUTES ALPES;1;11;1
2020;A1101;Conduite d'engins agricoles et forestiers;3206;HIRSON;1;1;1
2020;A1203;Entretien des espaces verts;3206;HIRSON;1;1;1
2020;D1102;Boulangerie - viennoiserie;3206;HIRSON;2;1;5
2020;D1507;Mise en rayon libre-service;3206;HIRSON;3;1;5
2020;F1610;Pose et restauration de couvertures;3206;HIRSON;1;1;5
2020;F1703;Maçonnerie;3206;HIRSON;1;2;5
2020;F1704;Préparation du gros oeuvre et des travaux publics;3206;HIRSON;1;2;3
2020;G1602;Personnel de cuisine;3206;HIRSON;3;1;5
2020;G1803;Service en restauration;3206;HIRSON;2;1;5
2020;H2102;Conduite d'équipement de production alimentaire;3206;HIRSON;7;2;5
2020;J1501;Soins d'hygiène, de confort du patient;3206;HIRSON;5;1;3
2020;K1302;Assistance auprès d'adultes;3206;HIRSON;6;1;5
2020;M1601;Accueil et renseignements;3206;HIRSON;1;1;1
2020;N4101;Conduite de transport de marchandises sur longue distance;3206;HIRSON;1;3;5
2020;A1203;Entretien des espaces verts;8414;ISERE NORD EST;6;8;1
2020;A1414;Horticulture et maraîchage;8414;ISERE NORD EST;1;1;2
2020;A1416;Polyculture, élevage;8414;ISERE NORD EST;3;1;3
2020;C1503;Management de projet immobilier;8414;ISERE NORD EST;1;1;5
2020;C1504;Transaction immobilière;8414;ISERE NORD EST;6;1;5
2020;D1101;Boucherie;8414;ISERE NORD EST;4;3;5
2020;D1102;Boulangerie - viennoiserie;8414;ISERE NORD EST;1;1;4
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;8414;ISERE NORD EST;5;1;5
2020;D1106;Vente en alimentation;8414;ISERE NORD EST;10;2;5
2020;D1202;Coiffure;8414;ISERE NORD EST;2;5;5
2020;D1208;Soins esthétiques et corporels;8414;ISERE NORD EST;5;3;5
2020;D1209;Vente de végétaux;8414;ISERE NORD EST;1;1;4
2020;D1211;Vente en articles de sport et loisirs;8414;ISERE NORD EST;10;2;3
2020;D1212;Vente en décoration et équipement du foyer;8414;ISERE NORD EST;5;2;1
2020;D1213;Vente en gros de matériel et équipement;8414;ISERE NORD EST;1;1;3
2020;D1214;Vente en habillement et accessoires de la personne;8414;ISERE NORD EST;6;15;3
2020;D1401;Assistanat commercial;8414;ISERE NORD EST;1;2;3
2020;D1402;Relation commerciale grands comptes et entreprises;8414;ISERE NORD EST;2;3;5
2020;D1407;Relation technico-commerciale;8414;ISERE NORD EST;1;3;3
2020;D1408;Téléconseil et télévente;8414;ISERE NORD EST;2;1;1
2020;D1505;Personnel de caisse;8414;ISERE NORD EST;4;6;1
2020;D1507;Mise en rayon libre-service;8414;ISERE NORD EST;5;2;1
2020;E1205;Réalisation de contenus multimédias;8414;ISERE NORD EST;1;1;1
2020;F1106;Ingénierie et études du BTP;8414;ISERE NORD EST;1;1;3
2020;F1201;Conduite de travaux du BTP;8414;ISERE NORD EST;1;1;5
2020;F1202;Direction de chantier du BTP;8414;ISERE NORD EST;8;1;5
2020;F1302;Conduite d'engins de terrassement et de carrière;8414;ISERE NORD EST;78;3;5
2020;F1502;Montage de structures métalliques;8414;ISERE NORD EST;1;1;3
2020;F1503;Réalisation - installation d'ossatures bois;8414;ISERE NORD EST;17;1;3
2020;F1602;Électricité bâtiment;8414;ISERE NORD EST;1;5;5
2020;F1603;Installation d'équipements sanitaires et thermiques;8414;ISERE NORD EST;1;2;5
2020;F1604;Montage d'agencements;8414;ISERE NORD EST;1;2;5
2020;F1605;Montage de réseaux électriques et télécoms;8414;ISERE NORD EST;1;1;5
2020;F1606;Peinture en bâtiment;8414;ISERE NORD EST;10;2;5
2020;F1607;Pose de fermetures menuisées;8414;ISERE NORD EST;1;1;5
2020;F1608;Pose de revêtements rigides;8414;ISERE NORD EST;10;1;4
2020;F1610;Pose et restauration de couvertures;8414;ISERE NORD EST;8;1;5
2020;F1611;Réalisation et restauration de façades;8414;ISERE NORD EST;3;2;4
2020;F1613;Travaux d'étanchéité et d'isolation;8414;ISERE NORD EST;2;1;4
2020;F1701;Construction en béton;8414;ISERE NORD EST;11;2;5
2020;F1703;Maçonnerie;8414;ISERE NORD EST;70;4;4
2020;F1704;Préparation du gros oeuvre et des travaux publics;8414;ISERE NORD EST;2;1;1
2020;G1202;Animation d'activités culturelles ou ludiques;8414;ISERE NORD EST;2;1;3
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;8414;ISERE NORD EST;12;6;3
2020;G1204;Éducation en activités sportives;8414;ISERE NORD EST;1;2;2
2020;G1501;Personnel d'étage;8414;ISERE NORD EST;6;4;1
2020;G1601;Management du personnel de cuisine;8414;ISERE NORD EST;3;2;5
2020;G1602;Personnel de cuisine;8414;ISERE NORD EST;2;1;4
2020;G1603;Personnel polyvalent en restauration;8414;ISERE NORD EST;3;3;4
2020;G1604;Fabrication de crêpes ou pizzas;8414;ISERE NORD EST;1;1;3
2020;G1605;Plonge en restauration;8414;ISERE NORD EST;2;3;4
2020;G1703;Réception en hôtellerie;8414;ISERE NORD EST;3;1;1
2020;G1801;Café, bar brasserie;8414;ISERE NORD EST;10;1;3
2020;G1803;Service en restauration;8414;ISERE NORD EST;7;4;3
2020;H1102;Management et ingénierie d'affaires;8414;ISERE NORD EST;2;1;3
2020;H1203;Conception et dessin produits mécaniques;8414;ISERE NORD EST;4;1;5
2020;H1206;Management et ingénierie études, recherche et développement industriel;8414;ISERE NORD EST;3;2;5
2020;H1210;Intervention technique en études, recherche et développement;8414;ISERE NORD EST;4;1;1
2020;H1404;Intervention technique en méthodes et industrialisation;8414;ISERE NORD EST;1;3;1
2020;H1503;Intervention technique en laboratoire d'analyse industrielle;8414;ISERE NORD EST;14;1;1
2020;H1506;Intervention technique qualité en mécanique et travail des métaux;8414;ISERE NORD EST;1;1;5
2020;H2102;Conduite d'équipement de production alimentaire;8414;ISERE NORD EST;36;8;1
2020;H2206;Réalisation de menuiserie bois et tonnellerie;8414;ISERE NORD EST;1;4;5
2020;H2301;Conduite d'équipement de production chimique ou pharmaceutique;8414;ISERE NORD EST;7;8;5
2020;H2402;Assemblage - montage de vêtements et produits textiles;8414;ISERE NORD EST;1;1;1
2020;H2602;Câblage électrique et électromécanique;8414;ISERE NORD EST;5;1;4
2020;H2901;Ajustement et montage de fabrication;8414;ISERE NORD EST;3;1;5
2020;H2902;Chaudronnerie - tôlerie;8414;ISERE NORD EST;1;1;5
2020;H2903;Conduite d'équipement d'usinage;8414;ISERE NORD EST;4;1;5
2020;H2906;Conduite d'installation automatisée ou robotisée de fabrication mécanique;8414;ISERE NORD EST;8;1;5
2020;H2907;Conduite d'installation de production des métaux;8414;ISERE NORD EST;1;3;5
2020;H2909;Montage-assemblage mécanique;8414;ISERE NORD EST;51;3;5
2020;H2913;Soudage manuel;8414;ISERE NORD EST;1;1;5
2020;H2914;Réalisation et montage en tuyauterie;8414;ISERE NORD EST;2;3;5
2020;H3201;Conduite d'équipement de formage des plastiques et caoutchoucs;8414;ISERE NORD EST;1;1;5
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;8414;ISERE NORD EST;2;2;5
2020;I1103;Supervision d'entretien et gestion de véhicules;8414;ISERE NORD EST;1;1;5
2020;I1203;Maintenance des bâtiments et des locaux;8414;ISERE NORD EST;2;5;4
2020;I1304;Installation et maintenance d'équipements industriels et d'exploitation;8414;ISERE NORD EST;2;3;5
2020;I1306;Installation et maintenance en froid, conditionnement d'air;8414;ISERE NORD EST;15;1;5
2020;I1307;Installation et maintenance télécoms et courants faibles;8414;ISERE NORD EST;13;1;5
2020;I1309;Maintenance électrique;8414;ISERE NORD EST;8;1;5
2020;I1310;Maintenance mécanique industrielle;8414;ISERE NORD EST;2;2;5
2020;I1401;Maintenance informatique et bureautique;8414;ISERE NORD EST;3;1;3
2020;I1604;Mécanique automobile et entretien de véhicules;8414;ISERE NORD EST;1;1;5
2020;I1606;Réparation de carrosserie;8414;ISERE NORD EST;8;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;8414;ISERE NORD EST;4;8;1
2020;J1303;Assistance médico-technique;8414;ISERE NORD EST;1;1;5
2020;J1304;Aide en puériculture;8414;ISERE NORD EST;1;1;4
2020;J1305;Conduite de véhicules sanitaires;8414;ISERE NORD EST;3;5;4
2020;J1307;Préparation en pharmacie;8414;ISERE NORD EST;1;1;5
2020;J1501;Soins d'hygiène, de confort du patient;8414;ISERE NORD EST;10;1;5
2020;J1506;Soins infirmiers généralistes;8414;ISERE NORD EST;7;1;5
2020;K1104;Psychologie;8414;ISERE NORD EST;1;1;3
2020;K1201;Action sociale;8414;ISERE NORD EST;1;1;5
2020;K1202;Éducation de jeunes enfants;8414;ISERE NORD EST;1;1;5
2020;K1206;Intervention socioculturelle;8414;ISERE NORD EST;3;4;3
2020;K1207;Intervention socioéducative;8414;ISERE NORD EST;14;2;5
2020;K1301;Accompagnement médicosocial;8414;ISERE NORD EST;7;4;4
2020;K1302;Assistance auprès d'adultes;8414;ISERE NORD EST;6;8;5
2020;K1303;Assistance auprès d'enfants;8414;ISERE NORD EST;1;4;4
2020;K1304;Services domestiques;8414;ISERE NORD EST;1;18;2
2020;K1801;Conseil en emploi et insertion socioprofessionnelle;8414;ISERE NORD EST;12;1;5
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;8414;ISERE NORD EST;9;11;2
2020;K2107;Enseignement général du second degré;8414;ISERE NORD EST;15;3;5
2020;K2111;Formation professionnelle;8414;ISERE NORD EST;15;2;5
2020;K2204;Nettoyage de locaux;8414;ISERE NORD EST;2;1;3
2020;K2303;Nettoyage des espaces urbains;8414;ISERE NORD EST;6;4;1
2020;K2304;Revalorisation de produits industriels;8414;ISERE NORD EST;33;1;3
2020;K2503;Sécurité et surveillance privées;8414;ISERE NORD EST;3;1;5
2020;L1203;Art dramatique;8414;ISERE NORD EST;61;2;3
2020;M1203;Comptabilité;8414;ISERE NORD EST;2;1;5
2020;M1501;Assistanat en ressources humaines;8414;ISERE NORD EST;3;2;4
2020;M1601;Accueil et renseignements;8414;ISERE NORD EST;2;6;1
2020;M1602;Opérations administratives;8414;ISERE NORD EST;4;2;1
2020;M1603;Distribution de documents;8414;ISERE NORD EST;11;1;4
2020;M1605;Assistanat technique et administratif;8414;ISERE NORD EST;1;1;3
2020;M1607;Secrétariat;8414;ISERE NORD EST;1;16;2
2020;M1805;Études et développement informatique;8414;ISERE NORD EST;1;3;5
2020;N1101;Conduite d'engins de déplacement des charges;8414;ISERE NORD EST;1;4;3
2020;N1103;Magasinage et préparation de commandes;8414;ISERE NORD EST;3;21;3
2020;N1105;Manutention manuelle de charges;8414;ISERE NORD EST;110;3;3
2020;N4101;Conduite de transport de marchandises sur longue distance;8414;ISERE NORD EST;2;12;5
2020;N4102;Conduite de transport de particuliers;8414;ISERE NORD EST;8;1;4
2020;N4103;Conduite de transport en commun sur route;8414;ISERE NORD EST;1;1;5
2020;N4105;Conduite et livraison par tournées sur courte distance;8414;ISERE NORD EST;8;1;4
2020;A1203;Entretien des espaces verts;8461;ISSOIRE;2;2;4
2020;D1102;Boulangerie - viennoiserie;8461;ISSOIRE;1;1;4
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;8461;ISSOIRE;1;1;5
2020;D1106;Vente en alimentation;8461;ISSOIRE;1;4;5
2020;D1202;Coiffure;8461;ISSOIRE;1;1;5
2020;D1208;Soins esthétiques et corporels;8461;ISSOIRE;4;1;5
2020;D1212;Vente en décoration et équipement du foyer;8461;ISSOIRE;1;3;1
2020;D1505;Personnel de caisse;8461;ISSOIRE;6;2;1
2020;D1507;Mise en rayon libre-service;8461;ISSOIRE;3;1;1
2020;F1606;Peinture en bâtiment;8461;ISSOIRE;1;2;5
2020;F1704;Préparation du gros oeuvre et des travaux publics;8461;ISSOIRE;2;2;5
2020;G1202;Animation d'activités culturelles ou ludiques;8461;ISSOIRE;2;1;4
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;8461;ISSOIRE;1;1;5
2020;G1204;Éducation en activités sportives;8461;ISSOIRE;5;1;1
2020;G1602;Personnel de cuisine;8461;ISSOIRE;2;1;4
2020;G1603;Personnel polyvalent en restauration;8461;ISSOIRE;2;1;1
2020;G1605;Plonge en restauration;8461;ISSOIRE;17;1;1
2020;G1703;Réception en hôtellerie;8461;ISSOIRE;17;1;2
2020;G1801;Café, bar brasserie;8461;ISSOIRE;1;1;3
2020;G1803;Service en restauration;8461;ISSOIRE;1;6;4
2020;H2102;Conduite d'équipement de production alimentaire;8461;ISSOIRE;1;1;1
2020;H2902;Chaudronnerie - tôlerie;8461;ISSOIRE;1;1;4
2020;I1604;Mécanique automobile et entretien de véhicules;8461;ISSOIRE;2;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;8461;ISSOIRE;3;3;5
2020;J1501;Soins d'hygiène, de confort du patient;8461;ISSOIRE;2;1;5
2020;K1207;Intervention socioéducative;8461;ISSOIRE;7;1;3
2020;K1302;Assistance auprès d'adultes;8461;ISSOIRE;2;1;2
2020;K1304;Services domestiques;8461;ISSOIRE;1;11;1
2020;K2204;Nettoyage de locaux;8461;ISSOIRE;2;1;2
2020;N1103;Magasinage et préparation de commandes;8461;ISSOIRE;1;1;4
2020;N4101;Conduite de transport de marchandises sur longue distance;8461;ISSOIRE;1;2;5
2020;A1203;Entretien des espaces verts;2411;ISSOUDUN;2;2;1
2020;D1507;Mise en rayon libre-service;2411;ISSOUDUN;2;2;2
2020;F1703;Maçonnerie;2411;ISSOUDUN;3;6;5
2020;G1803;Service en restauration;2411;ISSOUDUN;4;1;5
2020;I1604;Mécanique automobile et entretien de véhicules;2411;ISSOUDUN;1;1;5
2020;K1303;Assistance auprès d'enfants;2411;ISSOUDUN;1;4;5
2020;K2204;Nettoyage de locaux;2411;ISSOUDUN;0;1;1
2020;N4101;Conduite de transport de marchandises sur longue distance;2411;ISSOUDUN;5;2;5
2020;A1416;Polyculture, élevage;2714;JOIGNY;1;1;1
2020;D1401;Assistanat commercial;2714;JOIGNY;1;1;1
2020;D1507;Mise en rayon libre-service;2714;JOIGNY;1;2;5
2020;F1603;Installation d'équipements sanitaires et thermiques;2714;JOIGNY;3;1;5
2020;F1606;Peinture en bâtiment;2714;JOIGNY;2;4;5
2020;F1703;Maçonnerie;2714;JOIGNY;2;1;5
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;2714;JOIGNY;3;1;5
2020;G1602;Personnel de cuisine;2714;JOIGNY;3;2;5
2020;G1603;Personnel polyvalent en restauration;2714;JOIGNY;1;2;3
2020;G1605;Plonge en restauration;2714;JOIGNY;1;2;3
2020;G1803;Service en restauration;2714;JOIGNY;2;1;5
2020;H2102;Conduite d'équipement de production alimentaire;2714;JOIGNY;14;3;5
2020;I1604;Mécanique automobile et entretien de véhicules;2714;JOIGNY;3;1;4
2020;J1301;Personnel polyvalent des services hospitaliers;2714;JOIGNY;5;1;1
2020;J1501;Soins d'hygiène, de confort du patient;2714;JOIGNY;6;1;5
2020;K1302;Assistance auprès d'adultes;2714;JOIGNY;2;2;5
2020;K1304;Services domestiques;2714;JOIGNY;1;9;3
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;2714;JOIGNY;1;2;4
2020;K2204;Nettoyage de locaux;2714;JOIGNY;1;5;3
2020;M1607;Secrétariat;2714;JOIGNY;2;4;1
2020;N1103;Magasinage et préparation de commandes;2714;JOIGNY;6;8;5
2020;N4101;Conduite de transport de marchandises sur longue distance;2714;JOIGNY;1;1;4
2020;A1401;Aide agricole de production fruitière ou viticole;7521;JONZAC;2;3;2
2020;A1402;Aide agricole de production légumière ou végétale;7521;JONZAC;8;1;5
2020;A1405;Arboriculture et viticulture;7521;JONZAC;4;3;2
2020;A1414;Horticulture et maraîchage;7521;JONZAC;7;2;5
2020;A1416;Polyculture, élevage;7521;JONZAC;1;2;4
2020;D1202;Coiffure;7521;JONZAC;4;2;5
2020;D1212;Vente en décoration et équipement du foyer;7521;JONZAC;5;1;5
2020;D1401;Assistanat commercial;7521;JONZAC;2;1;1
2020;D1505;Personnel de caisse;7521;JONZAC;4;2;1
2020;D1507;Mise en rayon libre-service;7521;JONZAC;9;1;5
2020;F1603;Installation d'équipements sanitaires et thermiques;7521;JONZAC;1;1;5
2020;F1703;Maçonnerie;7521;JONZAC;2;1;5
2020;F1704;Préparation du gros oeuvre et des travaux publics;7521;JONZAC;2;1;5
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;7521;JONZAC;3;1;3
2020;G1602;Personnel de cuisine;7521;JONZAC;2;1;4
2020;G1603;Personnel polyvalent en restauration;7521;JONZAC;1;1;3
2020;G1605;Plonge en restauration;7521;JONZAC;3;1;3
2020;G1803;Service en restauration;7521;JONZAC;4;1;2
2020;H2102;Conduite d'équipement de production alimentaire;7521;JONZAC;2;1;4
2020;H2902;Chaudronnerie - tôlerie;7521;JONZAC;2;2;5
2020;H3302;Opérations manuelles d'assemblage, tri ou emballage;7521;JONZAC;1;1;5
2020;I1203;Maintenance des bâtiments et des locaux;7521;JONZAC;1;1;1
2020;I1604;Mécanique automobile et entretien de véhicules;7521;JONZAC;1;1;5
2020;J1301;Personnel polyvalent des services hospitaliers;7521;JONZAC;6;1;5
2020;J1501;Soins d'hygiène, de confort du patient;7521;JONZAC;8;1;5
2020;K1207;Intervention socioéducative;7521;JONZAC;4;1;5
2020;K1302;Assistance auprès d'adultes;7521;JONZAC;1;1;5
2020;K1304;Services domestiques;7521;JONZAC;1;4;5
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;7521;JONZAC;3;4;3
2020;K2204;Nettoyage de locaux;7521;JONZAC;1;2;3
2020;M1203;Comptabilité;7521;JONZAC;1;1;5
2020;N1101;Conduite d'engins de déplacement des charges;7521;JONZAC;4;1;1
2020;N1103;Magasinage et préparation de commandes;7521;JONZAC;1;1;1
2020;N1105;Manutention manuelle de charges;7521;JONZAC;1;2;1
2020;N4101;Conduite de transport de marchandises sur longue distance;7521;JONZAC;3;1;4
2020;N4105;Conduite et livraison par tournées sur courte distance;7521;JONZAC;1;1;4
2020;D1106;Vente en alimentation;303;KOUROU;1;0;5
2020;F1703;Maçonnerie;303;KOUROU;1;2;1
2020;F1704;Préparation du gros oeuvre et des travaux publics;303;KOUROU;6;53;3
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;303;KOUROU;7;1;1
2020;G1803;Service en restauration;303;KOUROU;7;4;3
2020;K2104;Éducation et surveillance au sein d'établissements d'enseignement;303;KOUROU;2;4;1
2020;K2111;Formation professionnelle;303;KOUROU;25;0;5
2020;K2503;Sécurité et surveillance privées;303;KOUROU;22;57;1
2020;M1203;Comptabilité;303;KOUROU;13;3;5
2020;M1607;Secrétariat;303;KOUROU;20;6;1
2020;A1203;Entretien des espaces verts;5222;LA BAULE;1;2;3
2020;D1102;Boulangerie - viennoiserie;5222;LA BAULE;4;1;5
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;5222;LA BAULE;2;2;5
2020;D1106;Vente en alimentation;5222;LA BAULE;2;1;3
2020;D1202;Coiffure;5222;LA BAULE;8;1;5
2020;D1208;Soins esthétiques et corporels;5222;LA BAULE;4;1;5
2020;D1211;Vente en articles de sport et loisirs;5222;LA BAULE;2;1;3
2020;D1212;Vente en décoration et équipement du foyer;5222;LA BAULE;5;3;5
2020;D1214;Vente en habillement et accessoires de la personne;5222;LA BAULE;1;3;2
2020;D1401;Assistanat commercial;5222;LA BAULE;1;26;2
2020;D1402;Relation commerciale grands comptes et entreprises;5222;LA BAULE;1;1;5
2020;D1407;Relation technico-commerciale;5222;LA BAULE;1;5;2
2020;D1505;Personnel de caisse;5222;LA BAULE;5;1;1
2020;D1507;Mise en rayon libre-service;5222;LA BAULE;6;2;2
2020;F1106;Ingénierie et études du BTP;5222;LA BAULE;1;2;3
2020;F1602;Électricité bâtiment;5222;LA BAULE;4;3;4
2020;F1603;Installation d'équipements sanitaires et thermiques;5222;LA BAULE;10;1;5
2020;F1606;Peinture en bâtiment;5222;LA BAULE;1;1;5
2020;F1703;Maçonnerie;5222;LA BAULE;3;2;5
2020;G1202;Animation d'activités culturelles ou ludiques;5222;LA BAULE;1;1;1
2020;G1203;Animation de loisirs auprès d'enfants ou d'adolescents;5222;LA BAULE;4;1;1
2020;G1204;Éducation en activités sportives;5222;LA BAULE;1;12;3
2020;G1501;Personnel d'étage;5222;LA BAULE;1;2;5
2020;G1601;Management du personnel de cuisine;5222;LA BAULE;3;1;4
2020;G1602;Personnel de cuisine;5222;LA BAULE;4;17;5
2020;G1603;Personnel polyvalent en restauration;5222;LA BAULE;1;2;5
2020;G1604;Fabrication de crêpes ou pizzas;5222;LA BAULE;1;2;5
2020;G1605;Plonge en restauration;5222;LA BAULE;4;1;5
2020;G1703;Réception en hôtellerie;5222;LA BAULE;6;11;5
2020;G1801;Café, bar brasserie;5222;LA BAULE;2;1;5
2020;G1802;Management du service en restauration;5222;LA BAULE;5;4;5
2020;G1803;Service en restauration;5222;LA BAULE;2;3;5
2020;H2102;Conduite d'équipement de production alimentaire;5222;LA BAULE;3;4;5
2020;H2206;Réalisation de menuiserie bois et tonnellerie;5222;LA BAULE;1;2;5
2020;I1203;Maintenance des bâtiments et des locaux;5222;LA BAULE;5;4;3
2020;I1604;Mécanique automobile et entretien de véhicules;5222;LA BAULE;3;2;5
2020;J1301;Personnel polyvalent des services hospitaliers;5222;LA BAULE;9;1;4
2020;J1501;Soins d'hygiène, de confort du patient;5222;LA BAULE;4;1;5
2020;K1301;Accompagnement médicosocial;5222;LA BAULE;11;2;5
2020;K1302;Assistance auprès d'adultes;5222;LA BAULE;1;6;5
2020;K1304;Services domestiques;5222;LA BAULE;1;5;2
2020;K2111;Formation professionnelle;5222;LA BAULE;1;2;1
2020;K2204;Nettoyage de locaux;5222;LA BAULE;6;2;5
2020;K2503;Sécurité et surveillance privées;5222;LA BAULE;8;6;5
2020;M1203;Comptabilité;5222;LA BAULE;4;5;5
2020;M1601;Accueil et renseignements;5222;LA BAULE;1;1;1
2020;M1607;Secrétariat;5222;LA BAULE;1;4;1
2020;N1103;Magasinage et préparation de commandes;5222;LA BAULE;3;1;1
2020;N1105;Manutention manuelle de charges;5222;LA BAULE;3;3;1
2020;N4101;Conduite de transport de marchandises sur longue distance;5222;LA BAULE;2;1;4
2020;N4105;Conduite et livraison par tournées sur courte distance;5222;LA BAULE;1;2;1
2020;A1203;Entretien des espaces verts;9326;LA CASA;39;69;5
2020;C1102;Conseil clientèle en assurances;9326;LA CASA;4;10;3
2020;C1501;Gérance immobilière;9326;LA CASA;1;9;4
2020;C1503;Management de projet immobilier;9326;LA CASA;1;4;3
2020;C1504;Transaction immobilière;9326;LA CASA;7;46;3
2020;D1101;Boucherie;9326;LA CASA;20;8;5
2020;D1102;Boulangerie - viennoiserie;9326;LA CASA;43;9;2
2020;D1104;Pâtisserie, confiserie, chocolaterie et glacerie;9326;LA CASA;40;3;3
2020;D1106;Vente en alimentation;9326;LA CASA;92;68;4
2020;D1202;Coiffure;9326;LA CASA;44;31;5
2020;D1204;Location de véhicules ou de matériel de loisirs;9326;LA CASA;9;18;2
2020;D1208;Soins esthétiques et corporels;9326;LA CASA;38;59;5
2020;D1209;Vente de végétaux;9326;LA CASA;12;1;2
2020;D1211;Vente en articles de sport et loisirs;9326;LA CASA;40;30;2
2020;D1212;Vente en décoration et équipement du foyer;9326;LA CASA;40;65;3
2020;D1214;Vente en habillement et accessoires de la personne;9326;LA CASA;35;240;2
2020;D1401;Assistanat commercial;9326;LA CASA;93;97;2
2020;D1402;Relation commerciale grands comptes et entreprises;9326;LA CASA;5;45;2
2020;D1403;Relation commerciale auprès de particuliers;9326;LA CASA;2;2;5
