libfap;ROME;fap;annee;oee;defm_abc;ind_tension_d;cbassin;lib_bassin_bmo19
R3Z80 : Maîtrise des magasins;D1508;R3Z80;2019;120;15;4;8412;GRENOBLE
R3Z80 : Maîtrise des magasins;D1508;R3Z80;2019;117;8;5;8430;RHONE EST
A1Z41 : Jardiniers salariés;F1101;A1Z41;2019;3 231;1 311;4;1107;T1 Paris
A1Z41 : Jardiniers salariés;F1101;A1Z41;2019;113;31;5;1149;T9 Grand Paris Grand Est
A1Z41 : Jardiniers salariés;F1101;A1Z41;2019;148;20;5;2421;ORLEANS
A1Z41 : Jardiniers salariés;F1101;A1Z41;2019;268;122;5;3216;LILLE
A1Z41 : Jardiniers salariés;F1101;A1Z41;2019;141;24;5;8411;CHAMBERY
B2Z43 : Charpentiers (bois);F1501;B2Z43;2019;244;54;5;7532;BORDEAUX
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;305;59;5;1107;T1 Paris
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;197;20;5;2413;CHINON
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;179;21;5;2420;GIEN
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;119;21;5;2715;DIJON
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;165;59;5;2801;ROUEN
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;198;100;5;2808;LILLEBONNE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;184;35;5;2817;CAEN
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;109;91;5;2822;NORD COTENTIN
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;295;63;5;3216;LILLE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;101;15;5;3217;VERSANT N-EST ROUB.TOURC.
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;144;12;5;4407;ROMILLY SUR SEINE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;154;36;5;4431;METZ
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;131;12;5;4439;HAGUENAU
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;233;51;5;4441;STRASBOURG
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;139;55;5;4449;MULHOUSE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;394;92;5;5220;NANTES
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;275;100;5;5225;SAINT NAZAIRE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;156;21;5;5301;BREST
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;175;38;4;5314;RENNES
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;103;23;4;5318;LORIENT
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;237;2;5;7502;ROCHEFORT
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;606;58;5;7532;BORDEAUX
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;147;24;5;7538;BEARN
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;105;15;5;7539;PAYS BASQUE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;517;75;5;7617;TOULOUSE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;124;37;5;7642;MONTPELLIER
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;198;41;5;8421;DROME ARDECHE SUD
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;286;16;5;8457;CLERMONT FERRAND
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;151;83;4;9306;MARSEILLE
B2Z42 : Charpentiers (métal);F1502;B2Z42;2019;104;173;5;9308;ETANG DE BERRE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;103;20;5;2415;TOURS
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;172;24;5;2715;DIJON
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;182;28;5;2801;ROUEN
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;155;24;5;2817;CAEN
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;135;6;5;2823;SUD MANCHE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;180;19;5;3216;LILLE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;112;17;4;4441;STRASBOURG
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;201;60;5;5220;NANTES
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;149;34;5;5301;BREST
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;101;21;5;5308;SAINT BRIEUC
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;123;27;5;5310;VANNES
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;168;61;5;5314;RENNES
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;101;12;5;5320;PONTIVY
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;220;9;5;5322;QUIMPER
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;153;3;5;7502;ROCHEFORT
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;101;41;5;7529;ARCACHON
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;548;97;5;7532;BORDEAUX
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;107;48;5;7533;DAX
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;112;30;5;7534;MONT DE MARSAN
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;159;40;5;7538;BEARN
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;151;56;5;7539;PAYS BASQUE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;402;113;5;7617;TOULOUSE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;217;60;5;8407;ANNECY
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;133;31;5;8408;VALLEE DE L ARVE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;251;25;5;8410;TARENTAISE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;487;41;5;8411;CHAMBERY
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;262;83;5;8412;GRENOBLE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;113;21;5;8414;ISERE NORD EST
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;165;14;5;8417;LOIRE CENTRE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;141;14;4;8428;LYON CENTRE
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;128;28;5;8431;DROME-ARDECHE-NORD
B2Z43 : Charpentiers (bois);F1503;B2Z43;2019;133;58;5;9302;HAUTES ALPES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;105;898;5;1119;Roissy - Le Bourget
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;142;249;5;1146;T4 Paris Ouest La Défense
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;122;253;5;1151;T10 Paris Est Marne et Bois
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;178;196;5;2401;BOURGES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;124;188;4;2405;CHARTRES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;461;427;5;2415;TOURS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;126;346;4;2421;ORLEANS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;115;21;5;2713;AVALLON
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;185;243;5;2726;BESANCON
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;137;172;5;2734;MONTBELIARD
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;429;657;5;2801;ROUEN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;103;194;5;2811;EVREUX
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;283;449;4;2817;CAEN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;140;93;5;2823;SUD MANCHE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;283;139;4;2824;SAINT LO COUTANCES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;160;428;5;3202;AMIENS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;101;128;5;3211;COMPIEGNE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;535;813;5;3216;LILLE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;118;561;5;3217;VERSANT N-EST ROUB.TOURC.
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;125;593;5;3221;VALENCIENNES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;146;258;5;3225;BASSIN MINIER OUEST
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;151;292;5;4402;TROYES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;192;351;5;4404;REIMS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;130;85;5;4422;LONGWY
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;265;480;5;4425;NANCY
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;279;414;5;4431;METZ
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;233;353;5;4432;BASSIN HOUILLER
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;537;602;5;4441;STRASBOURG
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;103;160;5;4446;COLMAR-NEUF BRISACH
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;149;379;5;4449;MULHOUSE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;132;57;5;5205;CHOLET
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;143;386;5;5208;LE MANS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;175;149;5;5214;LA ROCHE SUR YON
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;132;64;5;5217;CHALLANS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;228;475;5;5218;ANGERS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;129;41;5;5222;LA BAULE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;201;326;5;5301;BREST
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;124;193;5;5308;SAINT BRIEUC
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;338;167;5;5310;VANNES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;462;515;5;5314;RENNES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;187;243;5;5318;LORIENT
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;264;103;4;5322;QUIMPER
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;132;187;5;7501;ANGOULEME
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;202;86;5;7502;ROCHEFORT
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;193;239;5;7504;LA ROCHELLE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;175;138;5;7509;NIORT
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;179;187;5;7513;POITIERS
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;186;81;5;7529;ARCACHON
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;1 192;973;5;7532;BORDEAUX
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;356;134;5;7533;DAX
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;143;106;5;7534;MONT DE MARSAN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;284;243;5;7538;BEARN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;349;233;5;7539;PAYS BASQUE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;111;157;4;7604;TARBES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;927;952;4;7617;TOULOUSE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;115;113;5;7630;CARCASSONNE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;393;520;5;7642;MONTPELLIER
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;176;386;5;7644;PERPIGNAN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;414;185;4;8411;CHAMBERY
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;117;516;5;8412;GRENOBLE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;145;146;5;8414;ISERE NORD EST
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;154;80;5;8417;LOIRE CENTRE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;131;361;4;8426;SAINT ETIENNE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;292;445;5;8428;LYON CENTRE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;170;191;5;8432;DROME ARDECHE CENTRE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;238;1 357;4;9306;MARSEILLE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;222;226;5;9331;EST VAR
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1606;B4Z44;2019;121;201;5;9333;AIX  GARDANNE SALON
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;123;48;4;1107;T1 Paris
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;118;13;5;2817;CAEN
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;171;40;5;3216;LILLE
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;115;27;5;4441;STRASBOURG
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;203;34;4;5220;NANTES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;176;39;5;5314;RENNES
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;370;30;5;7532;BORDEAUX
B4Z44 : Ouvriers qualifiés de la peinture et de la finition du bâtiment;F1609;B4Z44;2019;234;20;5;7617;TOULOUSE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;1 381;472;4;1107;T1 Paris
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;2 001;81;5;1118;Porte Sud du Grand Paris
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;108;13;5;2401;BOURGES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;141;45;5;2415;TOURS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;142;42;5;2715;DIJON
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;102;61;5;3210;SANTERRE OISE SUD-OISE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;228;87;5;3216;LILLE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;273;24;5;3221;VALENCIENNES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;142;27;5;4404;REIMS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;111;39;5;5218;ANGERS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;350;75;4;5220;NANTES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;173;8;5;5227;LAVAL
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;337;60;5;5314;RENNES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;1 369;17;5;7535;AGEN
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;464;156;5;7642;MONTPELLIER
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;121;36;5;8408;VALLEE DE L ARVE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;131;36;5;8410;TARENTAISE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;1 997;26;5;8426;SAINT ETIENNE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;156;94;5;8428;LYON CENTRE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;136;33;5;8457;CLERMONT FERRAND
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;495;155;5;9304;NICE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1401;S3Z90;2019;174;152;5;9306;MARSEILLE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2019;143;134;5;3216;LILLE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2019;143;93;5;5314;RENNES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2019;450;35;5;8426;SAINT ETIENNE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2019;167;145;5;8428;LYON CENTRE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1402;S3Z90;2019;117;239;4;9304;NICE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;229;47;5;1107;T1 Paris
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;899;25;5;1125;Seine-Aval
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;585;21;5;1129;T12 Grand-Orly Seine Bièvre
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;176;12;5;1146;T4 Paris Ouest La Défense
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;106;14;5;2415;TOURS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;199;4;5;2704;CHALON SUR SAONE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;446;7;5;3227;LENS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;138;9;5;5218;ANGERS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;170;19;5;5220;NANTES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;118;26;5;5314;RENNES
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;152;4;5;7513;POITIERS
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;238;25;5;7532;BORDEAUX
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;228;27;4;7617;TOULOUSE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;679;10;5;8428;LYON CENTRE
S3Z90 : Cadres de l'hôtellerie et de la restauration;G1404;S3Z90;2019;176;29;5;9306;MARSEILLE
S2Z81 : Maîtrise de l'hôtellerie;G1503;S2Z81;2019;421;149;5;1107;T1 Paris
S2Z81 : Maîtrise de l'hôtellerie;G1503;S2Z81;2019;111;41;5;7532;BORDEAUX
S2Z81 : Maîtrise de l'hôtellerie;G1503;S2Z81;2019;103;41;5;7617;TOULOUSE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;180;402;5;0101;BASSIN BASSE-TERRE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;255;373;5;0201;MARTINIQUE CENTRE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;255;336;5;0203;MARTINIQUE SUD
S1Z40 : Cuisiniers;G1602;S1Z40;2019;828;546;5;0401;REUNION OUEST
S1Z40 : Cuisiniers;G1602;S1Z40;2019;570;635;5;0402;REUNION SUD
S1Z40 : Cuisiniers;G1602;S1Z40;2019;4 782;2 704;4;1107;T1 Paris
S1Z40 : Cuisiniers;G1602;S1Z40;2019;304;166;5;1108;Sud 77
S1Z40 : Cuisiniers;G1602;S1Z40;2019;636;698;5;1118;Porte Sud du Grand Paris
S1Z40 : Cuisiniers;G1602;S1Z40;2019;827;1 098;4;1119;Roissy - Le Bourget
S1Z40 : Cuisiniers;G1602;S1Z40;2019;230;97;5;1124;Sud Ouest Francilien
S1Z40 : Cuisiniers;G1602;S1Z40;2019;2 199;756;5;1125;Seine-Aval
S1Z40 : Cuisiniers;G1602;S1Z40;2019;440;325;5;1127;Ouest 95
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 751;900;5;1129;T12 Grand-Orly Seine Bièvre
S1Z40 : Cuisiniers;G1602;S1Z40;2019;285;357;5;1137;T2 Vallée Sud Grand Paris
S1Z40 : Cuisiniers;G1602;S1Z40;2019;233;639;5;1138;T5 Boucle Nord de Seine
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 597;403;5;1146;T4 Paris Ouest La Défense
S1Z40 : Cuisiniers;G1602;S1Z40;2019;309;326;5;1150;T11 Grand Paris Sud Est Avenir
S1Z40 : Cuisiniers;G1602;S1Z40;2019;406;424;5;1151;T10 Paris Est Marne et Bois
S1Z40 : Cuisiniers;G1602;S1Z40;2019;466;468;4;1152;Est 95
S1Z40 : Cuisiniers;G1602;S1Z40;2019;147;78;5;1153;T25
S1Z40 : Cuisiniers;G1602;S1Z40;2019;433;175;5;2401;BOURGES
S1Z40 : Cuisiniers;G1602;S1Z40;2019;365;178;5;2405;CHARTRES
S1Z40 : Cuisiniers;G1602;S1Z40;2019;100;106;5;2406;DREUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;135;78;5;2409;ARGENTON SUR CREUSE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;249;128;5;2410;CHATEAUROUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;257;78;5;2412;AMBOISE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;214;72;5;2413;CHINON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;189;52;5;2414;LOCHES
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 599;518;5;2415;TOURS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;722;197;5;2416;BLOIS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;106;50;5;2417;VENDOME
S1Z40 : Cuisiniers;G1602;S1Z40;2019;249;66;5;2418;ROMORANTIN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;192;148;5;2419;MONTARGIS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;116;47;5;2420;GIEN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 180;354;5;2421;ORLEANS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;211;90;5;2701;NEVERS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;862;135;5;2704;CHALON SUR SAONE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;144;70;5;2705;LOUHANS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;386;103;5;2709;MACON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;154;72;4;2710;DIGOIN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;343;118;5;2711;AUXERRE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;121;107;5;2712;SENS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;128;55;5;2713;AVALLON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;135;63;5;2714;JOIGNY
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 101;363;5;2715;DIJON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;386;74;5;2716;BEAUNE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;137;73;5;2718;MONTBARD
S1Z40 : Cuisiniers;G1602;S1Z40;2019;208;78;5;2720;VESOUL
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 324;263;4;2726;BESANCON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;161;52;5;2728;PONTARLIER
S1Z40 : Cuisiniers;G1602;S1Z40;2019;242;88;5;2729;DOLE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;310;120;5;2730;LONS LE SAUNIER
S1Z40 : Cuisiniers;G1602;S1Z40;2019;216;46;4;2731;SAINT CLAUDE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 126;569;4;2801;ROUEN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;230;168;5;2803;CAUX MARITIME
S1Z40 : Cuisiniers;G1602;S1Z40;2019;107;60;5;2805;FORGES LES EAUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;547;398;4;2806;LE HAVRE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;205;74;5;2807;FECAMP
S1Z40 : Cuisiniers;G1602;S1Z40;2019;104;78;5;2809;ELBEUF
S1Z40 : Cuisiniers;G1602;S1Z40;2019;199;69;4;2810;LOUVIERS
S1Z40 : Cuisiniers;G1602;S1Z40;2019;295;223;5;2811;EVREUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;159;103;5;2812;VERNON
S1Z40 : Cuisiniers;G1602;S1Z40;2019;1 642;533;4;2817;CAEN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;388;85;5;2818;BAYEUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;907;242;5;2820;LISIEUX
S1Z40 : Cuisiniers;G1602;S1Z40;2019;440;196;5;2822;NORD COTENTIN
S1Z40 : Cuisiniers;G1602;S1Z40;2019;738;171;5;2823;SUD MANCHE
S1Z40 : Cuisiniers;G1602;S1Z40;2019;363;141;5;2824;SAINT LO COUTANCES
