libfap;ROME;fap;bassin;bassin_lib;lib_rome;defm;dee;oee_nosais;ind_t;selec_offre
A1Z41 : Jardiniers salariés;A1202;A1Z41;2813;BERNAY;Entretien des espaces naturels;28.083333333;12;14;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;2825;FLERS;Entretien des espaces naturels;33.666666667;17;17;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;4426;PONT A MOUSSON;Entretien des espaces naturels;10.166666667;2;11;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;4430;BASSIN SIDERURGIQUE;Entretien des espaces naturels;26.833333333;20;61;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5205;CHOLET;Entretien des espaces naturels;24.166666667;17;11;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5208;LE MANS;Entretien des espaces naturels;67.916666667;36;47;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5215;FONTENAY LE CTE;Entretien des espaces naturels;31.166666667;23;22;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5220;NANTES;Entretien des espaces naturels;52.416666667;47;26;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5226;CHATEAU GONTIER;Entretien des espaces naturels;16.25;10;35;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5229;BEAUPREAU;Entretien des espaces naturels;14.833333333;12;17;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5230;BLAIN;Entretien des espaces naturels;6.25;4;36;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5306;LANNION;Entretien des espaces naturels;10.583333333;14;11;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5309;AURAY;Entretien des espaces naturels;10.25;8;29;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5310;VANNES;Entretien des espaces naturels;30.166666667;16;32;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5311;PLOERMEL;Entretien des espaces naturels;11.916666667;7;18;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5314;RENNES;Entretien des espaces naturels;66.583333333;51;76;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5315;SAINT MALO;Entretien des espaces naturels;11.75;10;31;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5318;LORIENT;Entretien des espaces naturels;32.25;31;44;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;5328;LAMBALLE;Entretien des espaces naturels;4.75;6;15;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7509;NIORT;Entretien des espaces naturels;28.333333333;33;29;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7515;MONTMORILLON;Entretien des espaces naturels;19.333333333;14;17;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7519;SAINTES;Entretien des espaces naturels;16.833333333;22;16;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7520;SAINT JEAN D'ANGÉLY;Entretien des espaces naturels;23.5;15;18;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7533;DAX;Entretien des espaces naturels;18.416666667;10;17;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7535;AGEN;Entretien des espaces naturels;20.75;17;15;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7541;TULLE;Entretien des espaces naturels;36.5;40;42;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7548;SAINT YRIEIX;Entretien des espaces naturels;10.166666667;3;12;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7548;ST YRIEIX;Entretien des espaces naturels;10.166666667;3;12;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7619;SAINT GAUDENS;Entretien des espaces naturels;48.833333333;28;25;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7629;SOUILLAC;Entretien des espaces naturels;20.583333333;11;20;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7633;NIMES;Entretien des espaces naturels;32.416666667;25;59;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7636;ALES LA GRAND COMBE;Entretien des espaces naturels;68.416666667;47;89;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;7646;CERET;Entretien des espaces naturels;25.416666667;30;23;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8402;OYONNAX;Entretien des espaces naturels;1.9166666667;4;22;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8408;VALLEE DE L ARVE;Entretien des espaces naturels;11.083333333;25;47;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8417;LOIRE CENTRE;Entretien des espaces naturels;25;9;16;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8421;DROME ARDECHE SUD;Entretien des espaces naturels;36.416666667;33;45;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8431;DROME-ARDECHE-NORD;Entretien des espaces naturels;38.75;34;77;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;8443;TASSIN;Entretien des espaces naturels;7.1666666667;9;74;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;9302;HAUTES ALPES;Entretien des espaces naturels;22.75;21;60;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;9311;TOULON;Entretien des espaces naturels;53.833333333;64;169;1;1
A1Z41 : Jardiniers salariés;A1202;A1Z41;9326;LA CASA;Entretien des espaces naturels;4;5;16;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;9407;AJACCIO;Entretien des espaces naturels;24.583333333;27;19;1;0
A1Z41 : Jardiniers salariés;A1202;A1Z41;9411;CORTE GHISONACCIA ALERIA;Entretien des espaces naturels;9;7;13;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;0204;MARTINIQUE NORD CARAIBE;Entretien des espaces verts;178.83333333;136;48;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;1117;Marne la Vallée;Entretien des espaces verts;161.5;189;159;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1118;Porte Sud du Grand Paris;Entretien des espaces verts;364.25;451;150;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1125;Seine-Aval;Entretien des espaces verts;456;510;226;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1126;Versailles Saclay;Entretien des espaces verts;321.25;407;430;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1146;T4 Paris Ouest La Défense;Entretien des espaces verts;123.5;111;101;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1149;T9 Grand Paris Grand Est;Entretien des espaces verts;162;175;61;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;1150;T11 Grand Paris Sud Est Avenir;Entretien des espaces verts;103.91666667;142;134;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;1152;Est 95;Entretien des espaces verts;295.83333333;334;120;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;2730;LONS LE SAUNIER;Entretien des espaces verts;113.08333333;161;48;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;2802;PAYS DE CAUX;Entretien des espaces verts;207.33333333;183;68;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;4423;BRIEY;Entretien des espaces verts;131.5;125;39;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;4434;EPINAL;Entretien des espaces verts;233.83333333;218;69;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;4437;VOSGES DE L OUEST;Entretien des espaces verts;104.5;67;112;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;4439;HAGUENAU;Entretien des espaces verts;118.16666667;118;39;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;4447;GUEBWILLER;Entretien des espaces verts;70.583333333;67;22;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5205;CHOLET;Entretien des espaces verts;91;91;58;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5209;MAMERS;Entretien des espaces verts;88.916666667;95;41;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5211;SABLE SUR SARTHE;Entretien des espaces verts;97.416666667;51;21;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5214;LA ROCHE SUR YON;Entretien des espaces verts;254.5;241;188;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;5220;NANTES;Entretien des espaces verts;598.91666667;659;255;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;5222;LA BAULE;Entretien des espaces verts;78.333333333;90;74;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5226;CHATEAU GONTIER;Entretien des espaces verts;61.916666667;64;21;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5227;LAVAL;Entretien des espaces verts;140.41666667;159;112;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;5230;BLAIN;Entretien des espaces verts;56.583333333;59;25;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5311;PLOERMEL;Entretien des espaces verts;78;67;29;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5317;VITRE;Entretien des espaces verts;64;63;62;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;5322;QUIMPER;Entretien des espaces verts;160.16666667;134;116;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;5327;LANDERNEAU;Entretien des espaces verts;96.416666667;71;37;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;7529;ARCACHON;Entretien des espaces verts;205.16666667;195;92;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;7532;BORDEAUX;Entretien des espaces verts;805.75;908;657;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;7546;BELLAC;Entretien des espaces verts;108.83333333;91;32;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;7608;CASTRES MAZAMET;Entretien des espaces verts;214.08333333;209;92;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;7626;MONTAUBAN;Entretien des espaces verts;201.25;195;61;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8403;AMBERIEU;Entretien des espaces verts;88.833333333;114;58;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8406;GENEVOIS FRANCAIS;Entretien des espaces verts;157.33333333;244;91;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8407;ANNECY;Entretien des espaces verts;176.5;275;113;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;8430;RHONE EST;Entretien des espaces verts;183;192;159;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;8437;TREVOUX;Entretien des espaces verts;76.25;97;69;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8439;OULLINS;Entretien des espaces verts;97.916666667;85;80;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8440;VAULX MEYZIEU;Entretien des espaces verts;83.75;90;46;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8443;TASSIN;Entretien des espaces verts;86.166666667;115;70;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;8444;VILLEFRANCHE;Entretien des espaces verts;142.5;176;139;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;8451;SAINT FLOUR;Entretien des espaces verts;44.416666667;44;17;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;9307;AUBAGNE LA CIOTAT;Entretien des espaces verts;228.41666667;226;227;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;9326;LA CASA;Entretien des espaces verts;282.83333333;324;189;1;1
A1Z41 : Jardiniers salariés;A1203;A1Z41;9407;AJACCIO;Entretien des espaces verts;87.25;131;64;1;0
A1Z41 : Jardiniers salariés;A1203;A1Z41;9409;BASTIA;Entretien des espaces verts;72.083333333;119;47;1;0
A1Z41 : Jardiniers salariés;F1101;A1Z41;3216;LILLE;Architecture du BTP;131;202;80;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;0401;REUNION OUEST;Montage de structures métalliques;29.25;16;26;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;0404;REUNION NORD;Montage de structures métalliques;27.666666667;17;51;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;1127;Ouest 95;Montage de structures métalliques;13.25;25;54;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;1128;Sud 91;Montage de structures métalliques;4.8333333333;5;26;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;1129;T12 Grand-Orly Seine Bièvre;Montage de structures métalliques;49.583333333;36;20;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;1137;T2 Vallée Sud Grand Paris;Montage de structures métalliques;11.5;13;12;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2405;CHARTRES;Montage de structures métalliques;4.25;4;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2413;CHINON;Montage de structures métalliques;15.083333333;31;76;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2415;TOURS;Montage de structures métalliques;26.75;16;31;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2416;BLOIS;Montage de structures métalliques;7.9166666667;10;12;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2420;GIEN;Montage de structures métalliques;19.083333333;23;49;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2421;ORLEANS;Montage de structures métalliques;25.916666667;32;46;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2704;CHALON SUR SAONE;Montage de structures métalliques;10.416666667;11;18;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2712;SENS;Montage de structures métalliques;4;5;24;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2715;DIJON;Montage de structures métalliques;21.25;13;31;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2729;DOLE;Montage de structures métalliques;25.166666667;32;22;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2801;ROUEN;Montage de structures métalliques;59.416666667;51;67;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2803;CAUX MARITIME;Montage de structures métalliques;32.416666667;24;26;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2808;LILLEBONNE;Montage de structures métalliques;107.33333333;77;103;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;2811;EVREUX;Montage de structures métalliques;12.916666667;8;28;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2817;CAEN;Montage de structures métalliques;36.916666667;38;87;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2822;NORD COTENTIN;Montage de structures métalliques;81.25;102;85;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;2824;SAINT LO COUTANCES;Montage de structures métalliques;6.5833333333;6;20;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3202;AMIENS;Montage de structures métalliques;22.916666667;27;27;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3204;SAINT QUENTIN;Montage de structures métalliques;7.9166666667;5;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3216;LILLE;Montage de structures métalliques;67.583333333;59;159;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;3217;VERSANT N-EST ROUB.TOURC.;Montage de structures métalliques;17.833333333;16;28;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3218;DUNKERQUE;Montage de structures métalliques;127;98;90;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3220;DOUAI;Montage de structures métalliques;28.25;18;12;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3221;VALENCIENNES;Montage de structures métalliques;97.166666667;66;44;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3222;CAMBRESIS;Montage de structures métalliques;16.75;11;18;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3224;ARTOIS TERNOIS;Montage de structures métalliques;15.25;17;19;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3227;LENS;Montage de structures métalliques;70.5;52;53;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;3229;AUDOMAROIS;Montage de structures métalliques;8;10;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4402;TROYES;Montage de structures métalliques;15.833333333;10;32;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4404;REIMS;Montage de structures métalliques;16.75;20;38;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4407;ROMILLY SUR SEINE;Montage de structures métalliques;11.666666667;5;58;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4412;CHARLEVILLE;Montage de structures métalliques;14.75;18;14;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4414;SEDAN;Montage de structures métalliques;7.6666666667;15;17;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4424;TOUL;Montage de structures métalliques;1.6666666667;1;22;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4425;NANCY;Montage de structures métalliques;28.916666667;33;26;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4430;BASSIN SIDERURGIQUE;Montage de structures métalliques;27.25;11;21;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4431;METZ;Montage de structures métalliques;42.833333333;41;75;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4432;BASSIN HOUILLER;Montage de structures métalliques;75.5;66;65;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4436;REMIREMONT;Montage de structures métalliques;25.666666667;28;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4439;HAGUENAU;Montage de structures métalliques;13.75;8;53;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4441;STRASBOURG;Montage de structures métalliques;54;39;71;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4444;SELESTAT;Montage de structures métalliques;13.666666667;13;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4446;COLMAR-NEUF BRISACH;Montage de structures métalliques;8.75;11;25;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;4449;MULHOUSE;Montage de structures métalliques;53.583333333;49;27;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5205;CHOLET;Montage de structures métalliques;8.5;12;17;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5206;SAUMUR;Montage de structures métalliques;21.75;16;24;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5208;LE MANS;Montage de structures métalliques;24.416666667;23;23;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5214;LA ROCHE SUR YON;Montage de structures métalliques;10.583333333;12;12;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5218;ANGERS;Montage de structures métalliques;24.833333333;21;30;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5220;NANTES;Montage de structures métalliques;83.5;72;116;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;5223;CLISSON;Montage de structures métalliques;2.5;1;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5225;SAINT NAZAIRE;Montage de structures métalliques;92.583333333;95;107;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;5227;LAVAL;Montage de structures métalliques;3.8333333333;3;21;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5301;BREST;Montage de structures métalliques;23.333333333;11;49;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5308;SAINT BRIEUC;Montage de structures métalliques;10.583333333;11;14;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5310;VANNES;Montage de structures métalliques;11.583333333;11;50;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5311;PLOERMEL;Montage de structures métalliques;3.3333333333;6;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5314;RENNES;Montage de structures métalliques;35.833333333;35;82;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5315;SAINT MALO;Montage de structures métalliques;2;3;28;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5316;FOUGERES;Montage de structures métalliques;1.4166666667;1;12;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5318;LORIENT;Montage de structures métalliques;23;16;44;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5320;PONTIVY;Montage de structures métalliques;6;3;21;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5321;LOUDEAC;Montage de structures métalliques;1.75;7;16;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;5322;QUIMPER;Montage de structures métalliques;2.9166666667;4;19;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7501;ANGOULEME;Montage de structures métalliques;9.25;21;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7502;ROCHEFORT;Montage de structures métalliques;1.0833333333;4;16;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7504;LA ROCHELLE;Montage de structures métalliques;9.6666666667;11;31;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7509;NIORT;Montage de structures métalliques;2.3333333333;2;22;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7513;POITIERS;Montage de structures métalliques;12.083333333;8;43;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7518;COGNAC;Montage de structures métalliques;5;4;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7531;LIBOURNE;Montage de structures métalliques;12.666666667;9;24;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7532;BORDEAUX;Montage de structures métalliques;59.25;63;261;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;7533;DAX;Montage de structures métalliques;13.833333333;15;21;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7534;MONT DE MARSAN;Montage de structures métalliques;5.5;8;14;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7538;BEARN;Montage de structures métalliques;30.5;25;49;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7539;PAYS BASQUE;Montage de structures métalliques;12.666666667;15;42;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7604;TARBES;Montage de structures métalliques;11.25;7;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7606;ALBI CARMAUX;Montage de structures métalliques;13.166666667;17;16;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7607;GRAULHET GAILLAC;Montage de structures métalliques;2.1666666667;4;26;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7614;RODEZ;Montage de structures métalliques;4.6666666667;5;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7617;TOULOUSE;Montage de structures métalliques;78.916666667;78;295;1;1
B2Z42 : Charpentiers (métal);F1502;B2Z42;7626;MONTAUBAN;Montage de structures métalliques;18.916666667;15;21;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7633;NIMES;Montage de structures métalliques;24.083333333;25;19;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7634;BAGNOLS SUR CEZE;Montage de structures métalliques;15.416666667;6;19;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7638;BEZIERS;Montage de structures métalliques;9.5;9;20;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7641;SETE;Montage de structures métalliques;5.5833333333;6;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7642;MONTPELLIER;Montage de structures métalliques;37.833333333;22;54;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;7644;PERPIGNAN;Montage de structures métalliques;26.083333333;23;30;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;8401;BOURG EN BRESSE;Montage de structures métalliques;2.8333333333;8;15;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;8407;ANNECY;Montage de structures métalliques;12.5;13;13;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;8411;CHAMBERY;Montage de structures métalliques;20.416666667;32;11;1;0
B2Z42 : Charpentiers (métal);F1502;B2Z42;8412;GRENOBLE;Montage de structures métalliques;32.583333333;39;80;1;0
